cicle;temperature;humidity;RSSI;date;hour
1;17;60;-95;26/03/2018;16:59:37
2;17;60;-95;26/03/2018;16:59:47
3;17;60;-95;26/03/2018;16:59:57
4;17;60;-95;26/03/2018;17:00:07
5;17;60;-95;26/03/2018;17:00:17
6;17;60;-95;26/03/2018;17:00:27
7;17;60;-95;26/03/2018;17:00:37
8;17;60;-95;26/03/2018;17:00:47
9;17;60;-95;26/03/2018;17:00:57
10;17;60;-95;26/03/2018;17:01:07
11;17;60;-95;26/03/2018;17:01:17
12;17;60;-96;26/03/2018;17:01:27
13;17;60;-95;26/03/2018;17:01:37
14;17;60;-95;26/03/2018;17:01:47
15;17;60;-95;26/03/2018;17:01:57
16;17;60;-95;26/03/2018;17:02:07
17;17;60;-95;26/03/2018;17:02:17
18;17;60;-95;26/03/2018;17:02:27
19;17;60;-95;26/03/2018;17:02:37
20;17;60;-94;26/03/2018;17:02:47
21;17;60;-94;26/03/2018;17:02:57
22;17;60;-94;26/03/2018;17:03:07
23;17;60;-94;26/03/2018;17:03:17
24;17;60;-94;26/03/2018;17:03:27
25;17;60;-94;26/03/2018;17:03:37
26;17;60;-94;26/03/2018;17:03:47
27;17;60;-94;26/03/2018;17:03:57
28;17;60;-94;26/03/2018;17:04:07
29;17;60;-94;26/03/2018;17:04:17
30;17;60;-94;26/03/2018;17:04:27
31;17;60;-94;26/03/2018;17:04:37
32;17;60;-94;26/03/2018;17:04:47
33;17;60;-94;26/03/2018;17:04:57
34;17;60;-95;26/03/2018;17:05:07
35;17;60;-95;26/03/2018;17:05:17
36;17;60;-95;26/03/2018;17:05:27
37;17;60;-95;26/03/2018;17:05:37
38;17;60;-95;26/03/2018;17:05:47
39;17;60;-95;26/03/2018;17:05:57
40;17;60;-95;26/03/2018;17:06:07
41;17;60;-95;26/03/2018;17:06:17
42;17;60;-95;26/03/2018;17:06:27
43;17;60;-95;26/03/2018;17:06:37
44;17;60;-95;26/03/2018;17:06:47
45;17;60;-95;26/03/2018;17:06:57
46;17;60;-95;26/03/2018;17:07:07
47;17;60;-95;26/03/2018;17:07:17
48;17;60;-95;26/03/2018;17:07:27
49;17;60;-95;26/03/2018;17:07:37
50;17;60;-95;26/03/2018;17:07:47
51;17;60;-95;26/03/2018;17:07:57
52;17;60;-95;26/03/2018;17:08:07
53;17;60;-95;26/03/2018;17:08:17
54;17;60;-95;26/03/2018;17:08:27
55;17;60;-95;26/03/2018;17:08:37
56;17;60;-95;26/03/2018;17:08:47
57;17;60;-95;26/03/2018;17:08:57
58;17;60;-95;26/03/2018;17:09:07
59;17;60;-95;26/03/2018;17:09:17
60;17;60;-95;26/03/2018;17:09:27
61;17;60;-95;26/03/2018;17:09:37
62;17;60;-95;26/03/2018;17:09:47
63;17;60;-95;26/03/2018;17:09:57

1;17;61;-95;26/03/2018;17:18:17
2;17;61;-95;26/03/2018;17:18:27
3;17;61;-95;26/03/2018;17:18:37
4;17;61;-95;26/03/2018;17:18:47
5;17;61;-95;26/03/2018;17:18:57
6;17;61;-95;26/03/2018;17:19:07
7;17;61;-95;26/03/2018;17:19:17
8;17;61;-95;26/03/2018;17:19:27
9;17;61;-95;26/03/2018;17:19:37
10;17;61;-95;26/03/2018;17:19:47
11;17;61;-94;26/03/2018;17:19:57
12;17;61;-94;26/03/2018;17:20:07
13;17;61;-94;26/03/2018;17:20:17
14;17;61;-94;26/03/2018;17:20:27
15;17;61;-94;26/03/2018;17:20:37
16;17;61;-94;26/03/2018;17:20:47
17;17;61;-94;26/03/2018;17:20:57
18;17;61;-94;26/03/2018;17:21:07
19;17;61;-94;26/03/2018;17:21:17
20;17;61;-95;26/03/2018;17:21:27
21;17;61;-95;26/03/2018;17:21:37
22;17;61;-95;26/03/2018;17:21:47
23;17;61;-95;26/03/2018;17:21:57
24;17;61;-95;26/03/2018;17:22:07
25;17;61;-95;26/03/2018;17:22:17
26;17;61;-95;26/03/2018;17:22:27
27;17;61;-95;26/03/2018;17:22:37
28;17;61;-95;26/03/2018;17:22:47
29;17;61;-95;26/03/2018;17:22:57
30;17;61;-95;26/03/2018;17:23:07
31;17;61;-94;26/03/2018;17:23:17
32;17;61;-93;26/03/2018;17:23:27
33;17;61;-93;26/03/2018;17:23:37
34;17;61;-94;26/03/2018;17:23:47
35;17;61;-94;26/03/2018;17:23:57
36;17;61;-94;26/03/2018;17:24:07
37;17;61;-94;26/03/2018;17:24:17
38;17;61;-94;26/03/2018;17:24:27
39;17;61;-94;26/03/2018;17:24:37
40;17;61;-95;26/03/2018;17:24:47
41;17;61;-95;26/03/2018;17:24:57
42;17;61;-95;26/03/2018;17:25:07
43;17;61;-95;26/03/2018;17:25:17
44;17;61;-95;26/03/2018;17:25:27
45;17;61;-95;26/03/2018;17:25:37
46;17;61;-95;26/03/2018;17:25:47
47;17;61;-95;26/03/2018;17:25:57
48;17;61;-95;26/03/2018;17:26:07
49;17;61;-95;26/03/2018;17:26:17
50;17;61;-96;26/03/2018;17:26:27
51;17;61;-95;26/03/2018;17:26:37
52;17;61;-95;26/03/2018;17:26:47
53;17;61;-95;26/03/2018;17:26:57
54;17;61;-95;26/03/2018;17:27:07
55;17;61;-95;26/03/2018;17:27:17
56;17;61;-95;26/03/2018;17:27:27
57;17;61;-94;26/03/2018;17:27:37
58;17;61;-94;26/03/2018;17:27:47
59;17;61;-94;26/03/2018;17:27:57
60;17;61;-94;26/03/2018;17:28:07
61;17;61;-95;26/03/2018;17:28:17
62;17;61;-95;26/03/2018;17:28:27
63;17;61;-95;26/03/2018;17:28:37
64;17;61;-95;26/03/2018;17:28:47

1;17;62;-94;26/03/2018;17:37:57
2;17;62;-94;26/03/2018;17:38:07
3;17;62;-94;26/03/2018;17:38:17
4;17;62;-93;26/03/2018;17:38:27
5;17;62;-93;26/03/2018;17:38:37
6;17;62;-93;26/03/2018;17:38:47
7;17;62;-94;26/03/2018;17:38:57
8;17;62;-94;26/03/2018;17:39:07
9;17;62;-94;26/03/2018;17:39:17
10;17;62;-94;26/03/2018;17:39:27
11;17;62;-94;26/03/2018;17:39:37
12;17;62;-94;26/03/2018;17:39:47
13;17;62;-94;26/03/2018;17:39:57
14;17;62;-94;26/03/2018;17:40:07
15;17;62;-94;26/03/2018;17:40:17
16;17;62;-94;26/03/2018;17:40:27
17;17;62;-94;26/03/2018;17:40:37
18;17;62;-94;26/03/2018;17:40:47
19;17;62;-94;26/03/2018;17:40:57
20;17;62;-94;26/03/2018;17:41:07
21;17;62;-94;26/03/2018;17:41:17
22;17;62;-94;26/03/2018;17:41:27
23;17;62;-94;26/03/2018;17:41:37
24;17;62;-94;26/03/2018;17:41:47
25;17;62;-94;26/03/2018;17:41:57
26;17;62;-94;26/03/2018;17:42:07
27;17;62;-94;26/03/2018;17:42:17
28;17;62;-94;26/03/2018;17:42:27
29;17;62;-94;26/03/2018;17:42:37
30;17;62;-94;26/03/2018;17:42:47
31;17;62;-94;26/03/2018;17:42:57
32;17;62;-94;26/03/2018;17:43:07
33;17;62;-95;26/03/2018;17:43:17
34;17;62;-95;26/03/2018;17:43:27
35;17;62;-95;26/03/2018;17:43:37
36;17;62;-95;26/03/2018;17:43:47
37;17;62;-95;26/03/2018;17:43:57
38;17;62;-95;26/03/2018;17:44:07
39;17;62;-95;26/03/2018;17:44:17
40;17;62;-95;26/03/2018;17:44:27
41;17;62;-95;26/03/2018;17:44:37
42;17;62;-95;26/03/2018;17:44:47
43;17;62;-95;26/03/2018;17:44:57
44;17;62;-95;26/03/2018;17:45:07
45;17;62;-95;26/03/2018;17:45:17
46;17;62;-95;26/03/2018;17:45:27
47;17;62;-95;26/03/2018;17:45:37
48;17;62;-95;26/03/2018;17:45:47
49;17;62;-95;26/03/2018;17:45:57
50;17;62;-95;26/03/2018;17:46:07
51;17;62;-95;26/03/2018;17:46:17
52;17;62;-95;26/03/2018;17:46:27
53;17;62;-95;26/03/2018;17:46:37
54;17;62;-95;26/03/2018;17:46:47
55;17;62;-95;26/03/2018;17:46:57
56;17;62;-95;26/03/2018;17:47:07
57;17;62;-95;26/03/2018;17:47:17
58;17;62;-95;26/03/2018;17:47:27
59;17;62;-95;26/03/2018;17:47:37
60;17;62;-95;26/03/2018;17:47:47
61;17;62;-94;26/03/2018;17:47:57
62;17;62;-94;26/03/2018;17:48:07
63;17;62;-94;26/03/2018;17:48:17
64;17;62;-94;26/03/2018;17:48:27

1;17;62;-94;26/03/2018;17:57:57
2;17;62;-94;26/03/2018;17:58:07
3;17;62;-94;26/03/2018;17:58:17
4;17;62;-94;26/03/2018;17:58:27
5;17;62;-94;26/03/2018;17:58:37
6;17;62;-94;26/03/2018;17:58:47
7;17;62;-94;26/03/2018;17:58:57
8;17;62;-94;26/03/2018;17:59:07
9;17;62;-94;26/03/2018;17:59:17
10;17;62;-94;26/03/2018;17:59:27
11;17;62;-94;26/03/2018;17:59:37
12;17;62;-94;26/03/2018;17:59:47
13;17;62;-95;26/03/2018;17:59:57
14;17;62;-95;26/03/2018;18:00:07
15;17;62;-95;26/03/2018;18:00:17
16;17;62;-95;26/03/2018;18:00:27
17;17;62;-95;26/03/2018;18:00:37
18;17;62;-95;26/03/2018;18:00:47
19;17;62;-95;26/03/2018;18:00:57
20;17;62;-95;26/03/2018;18:01:07
21;17;62;-95;26/03/2018;18:01:17
22;17;62;-95;26/03/2018;18:01:27
23;17;62;-95;26/03/2018;18:01:37
24;17;62;-95;26/03/2018;18:01:47
25;17;62;-95;26/03/2018;18:01:57
