cicle;temperature;humidity;RSSI;date;hour
1;14;53;-92;24/03/2018;18:42:08
2;14;53;-91;24/03/2018;18:42:18
3;14;53;-91;24/03/2018;18:42:28
4;14;53;-91;24/03/2018;18:42:38
5;14;53;-91;24/03/2018;18:42:48
6;14;53;-91;24/03/2018;18:42:58
7;14;53;-91;24/03/2018;18:43:08
8;14;53;-91;24/03/2018;18:43:18
9;14;53;-91;24/03/2018;18:43:28
10;14;53;-91;24/03/2018;18:43:38
11;14;53;-91;24/03/2018;18:43:48
12;14;53;-91;24/03/2018;18:43:58
13;14;53;-91;24/03/2018;18:44:08
14;14;53;-91;24/03/2018;18:44:18
15;14;53;-91;24/03/2018;18:44:28
16;14;53;-91;24/03/2018;18:44:38
17;14;53;-91;24/03/2018;18:44:48
18;14;53;-91;24/03/2018;18:44:58
19;14;53;-92;24/03/2018;18:45:08
20;14;53;-92;24/03/2018;18:45:18
21;14;53;-92;24/03/2018;18:45:28
22;14;53;-92;24/03/2018;18:45:38
23;14;53;-92;24/03/2018;18:45:48
24;14;53;-92;24/03/2018;18:45:58
25;14;53;-92;24/03/2018;18:46:08
26;14;53;-92;24/03/2018;18:46:18
27;14;53;-93;24/03/2018;18:46:28
28;14;53;-93;24/03/2018;18:46:38
29;14;53;-93;24/03/2018;18:46:48
30;14;53;-93;24/03/2018;18:46:58
31;14;53;-93;24/03/2018;18:47:08
32;14;53;-93;24/03/2018;18:47:18
33;14;53;-93;24/03/2018;18:47:28
34;14;53;-93;24/03/2018;18:47:38
35;14;53;-93;24/03/2018;18:47:48
36;14;53;-93;24/03/2018;18:47:58
37;14;53;-93;24/03/2018;18:48:08
38;14;53;-93;24/03/2018;18:48:18
39;14;53;-93;24/03/2018;18:48:28
40;14;53;-93;24/03/2018;18:48:38
41;14;53;-93;24/03/2018;18:48:48
42;14;53;-93;24/03/2018;18:48:58
43;14;53;-93;24/03/2018;18:49:08
44;14;53;-93;24/03/2018;18:49:18
45;14;53;-93;24/03/2018;18:49:28
46;14;53;-93;24/03/2018;18:49:38
47;14;53;-93;24/03/2018;18:49:48
48;14;53;-93;24/03/2018;18:49:58
49;14;53;-92;24/03/2018;18:50:08
50;14;53;-92;24/03/2018;18:50:18
51;14;53;-92;24/03/2018;18:50:28
52;14;53;-92;24/03/2018;18:50:38
53;14;53;-92;24/03/2018;18:50:48
54;14;53;-92;24/03/2018;18:50:58
55;14;53;-92;24/03/2018;18:51:08
56;14;53;-92;24/03/2018;18:51:18
57;14;53;-92;24/03/2018;18:51:28
58;14;53;-92;24/03/2018;18:51:38
59;14;53;-92;24/03/2018;18:51:48
60;14;53;-92;24/03/2018;18:51:58
61;14;53;-92;24/03/2018;18:52:08
62;14;53;-92;24/03/2018;18:52:18
63;14;53;-92;24/03/2018;18:52:28

1;14;54;-92;24/03/2018;18:58:58
2;14;54;-92;24/03/2018;18:59:08
3;14;54;-92;24/03/2018;18:59:18
4;14;54;-92;24/03/2018;18:59:28
5;14;54;-93;24/03/2018;18:59:38
6;14;54;-93;24/03/2018;18:59:48
7;14;54;-93;24/03/2018;18:59:58
8;14;54;-93;24/03/2018;19:00:08
9;14;54;-93;24/03/2018;19:00:18
10;14;54;-93;24/03/2018;19:00:28
11;14;54;-93;24/03/2018;19:00:38
12;14;54;-93;24/03/2018;19:00:48
13;14;54;-93;24/03/2018;19:00:58
14;14;54;-93;24/03/2018;19:01:08
15;14;54;-93;24/03/2018;19:01:18
16;14;54;-93;24/03/2018;19:01:28
17;14;54;-93;24/03/2018;19:01:38
18;14;54;-93;24/03/2018;19:01:48
19;14;54;-93;24/03/2018;19:01:58
20;14;54;-93;24/03/2018;19:02:08
21;14;54;-93;24/03/2018;19:02:18
22;14;54;-93;24/03/2018;19:02:28
23;14;54;-93;24/03/2018;19:02:38
24;14;54;-93;24/03/2018;19:02:48
25;14;54;-93;24/03/2018;19:02:58
26;14;54;-93;24/03/2018;19:03:08
27;14;54;-94;24/03/2018;19:03:18
28;14;54;-93;24/03/2018;19:03:28
29;14;54;-94;24/03/2018;19:03:38
30;14;54;-94;24/03/2018;19:03:48
31;14;54;-94;24/03/2018;19:03:58
32;14;54;-94;24/03/2018;19:04:08
33;14;54;-93;24/03/2018;19:04:18
34;14;54;-93;24/03/2018;19:04:28
35;14;54;-93;24/03/2018;19:04:38
36;14;54;-93;24/03/2018;19:04:48
37;14;54;-93;24/03/2018;19:04:58
38;14;54;-93;24/03/2018;19:05:08
39;14;54;-93;24/03/2018;19:05:18
40;14;54;-93;24/03/2018;19:05:28
41;14;54;-93;24/03/2018;19:05:38
42;14;54;-93;24/03/2018;19:05:48
43;14;54;-93;24/03/2018;19:05:58
44;14;54;-94;24/03/2018;19:06:08
45;14;54;-94;24/03/2018;19:06:18
46;14;54;-94;24/03/2018;19:06:28
47;14;54;-94;24/03/2018;19:06:38
48;14;54;-94;24/03/2018;19:06:48
49;14;54;-94;24/03/2018;19:06:58
50;14;54;-94;24/03/2018;19:07:08
51;14;54;-94;24/03/2018;19:07:18
52;14;54;-94;24/03/2018;19:07:28
53;14;54;-94;24/03/2018;19:07:38
54;14;54;-94;24/03/2018;19:07:48
55;14;54;-94;24/03/2018;19:07:58
56;14;54;-94;24/03/2018;19:08:08
57;14;54;-94;24/03/2018;19:08:18
58;14;54;-92;24/03/2018;19:08:28
59;14;54;-92;24/03/2018;19:08:38
60;14;54;-92;24/03/2018;19:08:48
