cicle;temperature;humidity;RSSI;date;hour
1;16;54;-81;26/03/2018;11:45:07
2;16;54;-81;26/03/2018;11:45:17
3;16;54;-81;26/03/2018;11:45:27
4;16;54;-81;26/03/2018;11:45:37
5;16;54;-81;26/03/2018;11:45:47
6;16;54;-81;26/03/2018;11:45:57
7;16;54;-81;26/03/2018;11:46:07
8;16;54;-81;26/03/2018;11:46:17
9;16;54;-81;26/03/2018;11:46:27
10;16;54;-81;26/03/2018;11:46:37
11;16;54;-81;26/03/2018;11:46:47
12;16;54;-81;26/03/2018;11:46:57
13;16;54;-81;26/03/2018;11:47:07
14;16;54;-81;26/03/2018;11:47:17
15;16;54;-81;26/03/2018;11:47:27
16;16;54;-81;26/03/2018;11:47:37
17;16;54;-81;26/03/2018;11:47:47
18;16;54;-81;26/03/2018;11:47:57
19;16;54;-81;26/03/2018;11:48:07
20;16;54;-81;26/03/2018;11:48:17
21;16;54;-81;26/03/2018;11:48:27
22;16;54;-81;26/03/2018;11:48:37
23;16;54;-81;26/03/2018;11:48:47
24;16;54;-81;26/03/2018;11:48:57
25;16;54;-81;26/03/2018;11:49:07
26;16;54;-81;26/03/2018;11:49:17
27;16;54;-81;26/03/2018;11:49:27
28;16;54;-81;26/03/2018;11:49:37
29;16;54;-81;26/03/2018;11:49:47
30;16;54;-81;26/03/2018;11:49:57
31;16;54;-81;26/03/2018;11:50:07
32;16;54;-81;26/03/2018;11:50:17
33;16;54;-81;26/03/2018;11:50:27
34;16;54;-81;26/03/2018;11:50:37
35;16;54;-81;26/03/2018;11:50:47
36;16;54;-81;26/03/2018;11:50:57
37;16;54;-81;26/03/2018;11:51:07
38;16;54;-81;26/03/2018;11:51:17
39;16;54;-81;26/03/2018;11:51:27
40;16;54;-81;26/03/2018;11:51:37
41;16;54;-81;26/03/2018;11:51:47
42;16;54;-81;26/03/2018;11:51:57
43;16;54;-81;26/03/2018;11:52:07
44;16;54;-81;26/03/2018;11:52:17
45;16;54;-81;26/03/2018;11:52:27
46;16;54;-81;26/03/2018;11:52:37
47;16;54;-81;26/03/2018;11:52:47
48;16;54;-81;26/03/2018;11:52:57
49;16;54;-81;26/03/2018;11:53:07
50;16;54;-81;26/03/2018;11:53:17
51;16;54;-81;26/03/2018;11:53:27
52;16;54;-81;26/03/2018;11:53:37
53;16;54;-81;26/03/2018;11:53:47
54;16;54;-81;26/03/2018;11:53:57
55;16;54;-81;26/03/2018;11:54:07
56;16;54;-81;26/03/2018;11:54:17
57;16;54;-81;26/03/2018;11:54:27
58;16;54;-81;26/03/2018;11:54:37
59;16;54;-81;26/03/2018;11:54:47
60;16;54;-81;26/03/2018;11:54:57
61;16;54;-81;26/03/2018;11:55:07
62;16;54;-81;26/03/2018;11:55:17
63;16;54;-81;26/03/2018;11:55:27

1;16;54;-80;26/03/2018;12:04:07
2;16;54;-80;26/03/2018;12:04:17
3;16;54;-80;26/03/2018;12:04:27
4;16;54;-80;26/03/2018;12:04:37
5;16;54;-80;26/03/2018;12:04:47
6;16;54;-80;26/03/2018;12:04:57
7;16;54;-80;26/03/2018;12:05:07
8;16;54;-80;26/03/2018;12:05:17
9;16;54;-80;26/03/2018;12:05:27
