cicle;temperature;humidity;RSSI;date;hour
1;16;53;-83;23/03/2018;18:45:01
2;16;53;-83;23/03/2018;18:45:11
3;16;53;-83;23/03/2018;18:45:21
4;16;53;-83;23/03/2018;18:45:31
5;16;53;-83;23/03/2018;18:45:41
6;16;53;-83;23/03/2018;18:45:51
7;16;53;-83;23/03/2018;18:46:01
8;16;53;-83;23/03/2018;18:46:11
9;16;53;-83;23/03/2018;18:46:21
10;16;53;-83;23/03/2018;18:46:31
11;16;53;-83;23/03/2018;18:46:41
12;16;53;-83;23/03/2018;18:46:51
13;16;53;-83;23/03/2018;18:47:01
14;16;53;-83;23/03/2018;18:47:11
15;16;53;-83;23/03/2018;18:47:21
16;16;53;-83;23/03/2018;18:47:31
17;16;53;-83;23/03/2018;18:47:41
18;16;53;-83;23/03/2018;18:47:51
19;16;53;-83;23/03/2018;18:48:01
20;16;53;-83;23/03/2018;18:48:11
21;16;53;-83;23/03/2018;18:48:21
22;16;53;-83;23/03/2018;18:48:31
23;16;53;-83;23/03/2018;18:48:41
24;16;53;-83;23/03/2018;18:48:51
25;16;53;-83;23/03/2018;18:49:01
26;16;53;-83;23/03/2018;18:49:11
27;16;53;-83;23/03/2018;18:49:21
28;16;53;-83;23/03/2018;18:49:31
29;16;53;-83;23/03/2018;18:49:41
30;16;53;-83;23/03/2018;18:49:51
31;16;53;-83;23/03/2018;18:50:01
32;16;53;-83;23/03/2018;18:50:11
33;16;53;-83;23/03/2018;18:50:21
34;16;53;-83;23/03/2018;18:50:31
35;16;53;-83;23/03/2018;18:50:41
36;16;53;-83;23/03/2018;18:50:51
37;16;53;-83;23/03/2018;18:51:01
38;16;53;-83;23/03/2018;18:51:11
39;16;53;-83;23/03/2018;18:51:21
40;16;53;-83;23/03/2018;18:51:31
41;16;53;-83;23/03/2018;18:51:41
42;16;53;-83;23/03/2018;18:51:51
43;16;53;-83;23/03/2018;18:52:01
44;16;53;-83;23/03/2018;18:52:11
45;16;53;-83;23/03/2018;18:52:21
46;16;53;-83;23/03/2018;18:52:31
47;16;53;-84;23/03/2018;18:52:41
48;16;53;-84;23/03/2018;18:52:51
49;16;53;-83;23/03/2018;18:53:01
50;16;53;-83;23/03/2018;18:53:11
51;16;53;-83;23/03/2018;18:53:21
52;16;53;-83;23/03/2018;18:53:31
53;16;53;-83;23/03/2018;18:53:41
54;16;53;-83;23/03/2018;18:53:51
55;16;53;-84;23/03/2018;18:54:01
56;16;53;-83;23/03/2018;18:54:11
57;16;53;-83;23/03/2018;18:54:21
58;16;53;-83;23/03/2018;18:54:31
59;16;53;-83;23/03/2018;18:54:41
60;16;53;-83;23/03/2018;18:54:51
61;16;53;-83;23/03/2018;18:55:01

1;16;54;-83;23/03/2018;19:01:51
2;16;54;-83;23/03/2018;19:02:01
3;16;54;-83;23/03/2018;19:02:11
4;16;54;-83;23/03/2018;19:02:21
5;16;54;-83;23/03/2018;19:02:31
6;16;54;-83;23/03/2018;19:02:41
7;16;54;-83;23/03/2018;19:02:51
8;16;54;-83;23/03/2018;19:03:01
9;16;54;-83;23/03/2018;19:03:11
10;16;54;-83;23/03/2018;19:03:21
11;16;54;-83;23/03/2018;19:03:31
12;16;54;-83;23/03/2018;19:03:41
13;16;54;-83;23/03/2018;19:03:51
14;16;54;-83;23/03/2018;19:04:01
15;16;54;-83;23/03/2018;19:04:11
16;16;54;-83;23/03/2018;19:04:21
17;16;54;-83;23/03/2018;19:04:31
18;16;54;-83;23/03/2018;19:04:41
19;16;54;-83;23/03/2018;19:04:51
20;16;54;-83;23/03/2018;19:05:01
21;16;54;-83;23/03/2018;19:05:11
22;16;54;-83;23/03/2018;19:05:21
23;16;54;-83;23/03/2018;19:05:31
24;16;54;-83;23/03/2018;19:05:41
25;16;54;-83;23/03/2018;19:05:51
26;16;54;-83;23/03/2018;19:06:01
27;16;54;-83;23/03/2018;19:06:11
28;16;54;-83;23/03/2018;19:06:21
29;16;54;-84;23/03/2018;19:06:31
30;16;54;-83;23/03/2018;19:06:41
31;16;54;-83;23/03/2018;19:06:51
32;16;54;-83;23/03/2018;19:07:01
33;16;54;-83;23/03/2018;19:07:11
34;16;54;-83;23/03/2018;19:07:21
35;16;54;-83;23/03/2018;19:07:31
36;16;54;-83;23/03/2018;19:07:41
37;16;54;-83;23/03/2018;19:07:51
38;16;54;-83;23/03/2018;19:08:01
39;16;54;-83;23/03/2018;19:08:11
40;16;54;-83;23/03/2018;19:08:21
41;16;54;-83;23/03/2018;19:08:31
42;16;54;-83;23/03/2018;19:08:41
43;16;54;-83;23/03/2018;19:08:51
44;16;54;-83;23/03/2018;19:09:01
45;15;54;-83;23/03/2018;19:09:11
46;15;54;-83;23/03/2018;19:09:21
47;15;54;-83;23/03/2018;19:09:31
48;15;54;-83;23/03/2018;19:09:41
49;15;54;-83;23/03/2018;19:09:51
50;15;54;-83;23/03/2018;19:10:01
51;15;54;-83;23/03/2018;19:10:11
52;15;54;-84;23/03/2018;19:10:21
53;15;54;-83;23/03/2018;19:10:31
54;15;54;-83;23/03/2018;19:10:41
55;15;54;-83;23/03/2018;19:10:51
56;15;54;-83;23/03/2018;19:11:01
57;15;54;-83;23/03/2018;19:11:11
58;15;54;-83;23/03/2018;19:11:21
59;15;54;-83;23/03/2018;19:11:31
60;15;54;-83;23/03/2018;19:11:41
61;15;54;-83;23/03/2018;19:11:51
62;15;54;-83;23/03/2018;19:12:01

1;15;54;-83;23/03/2018;19:19:41
2;15;54;-83;23/03/2018;19:19:51
3;15;54;-83;23/03/2018;19:20:01
4;15;54;-83;23/03/2018;19:20:11
5;15;54;-83;23/03/2018;19:20:21
6;15;54;-83;23/03/2018;19:20:31
7;15;54;-83;23/03/2018;19:20:41
8;15;54;-83;23/03/2018;19:20:51
9;15;54;-83;23/03/2018;19:21:01
10;15;54;-83;23/03/2018;19:21:11
11;15;54;-83;23/03/2018;19:21:21
12;15;54;-83;23/03/2018;19:21:31
13;15;54;-83;23/03/2018;19:21:41
14;15;54;-83;23/03/2018;19:21:51
15;15;54;-83;23/03/2018;19:22:01
16;15;54;-84;23/03/2018;19:22:11
