cicle;temperature;humidity;RSSI;date;hour
1;15;55;-85;23/03/2018;19:55:31
2;15;55;-85;23/03/2018;19:55:41
3;15;55;-85;23/03/2018;19:55:51
4;15;55;-84;23/03/2018;19:56:01
5;15;55;-84;23/03/2018;19:56:11
6;15;55;-84;23/03/2018;19:56:21
7;15;55;-84;23/03/2018;19:56:31
8;15;55;-84;23/03/2018;19:56:41
9;15;55;-84;23/03/2018;19:56:51
10;15;55;-84;23/03/2018;19:57:01
11;15;55;-84;23/03/2018;19:57:11
12;15;55;-84;23/03/2018;19:57:21
13;15;55;-84;23/03/2018;19:57:31
14;15;55;-84;23/03/2018;19:57:41
15;15;55;-84;23/03/2018;19:57:51
16;15;55;-84;23/03/2018;19:58:01
17;15;55;-84;23/03/2018;19:58:11
18;15;55;-83;23/03/2018;19:58:21
19;15;55;-83;23/03/2018;19:58:31
20;15;55;-83;23/03/2018;19:58:41
21;15;55;-83;23/03/2018;19:58:51
22;15;55;-83;23/03/2018;19:59:01
23;15;55;-83;23/03/2018;19:59:11
24;15;55;-83;23/03/2018;19:59:21
25;15;55;-83;23/03/2018;19:59:31
26;15;55;-83;23/03/2018;19:59:41
27;15;55;-83;23/03/2018;19:59:51
28;15;55;-83;23/03/2018;20:00:01
29;15;55;-83;23/03/2018;20:00:11
30;15;55;-83;23/03/2018;20:00:21
31;15;55;-83;23/03/2018;20:00:31
32;15;55;-83;23/03/2018;20:00:41
33;15;55;-83;23/03/2018;20:00:51
34;15;55;-83;23/03/2018;20:01:01
35;15;55;-83;23/03/2018;20:01:11
36;15;55;-84;23/03/2018;20:01:21
37;15;55;-84;23/03/2018;20:01:31
38;15;56;-84;23/03/2018;20:01:41
39;15;56;-84;23/03/2018;20:01:51
40;15;56;-84;23/03/2018;20:02:01
41;15;56;-84;23/03/2018;20:02:11
42;15;56;-84;23/03/2018;20:02:21
43;15;56;-84;23/03/2018;20:02:31
44;15;56;-84;23/03/2018;20:02:41
45;15;56;-84;23/03/2018;20:02:51
46;15;56;-84;23/03/2018;20:03:01
47;15;56;-84;23/03/2018;20:03:11
48;15;56;-84;23/03/2018;20:03:21
49;15;56;-84;23/03/2018;20:03:31
50;15;56;-84;23/03/2018;20:03:41
51;15;56;-84;23/03/2018;20:03:51
52;15;56;-84;23/03/2018;20:04:01
53;15;56;-84;23/03/2018;20:04:11
54;15;56;-84;23/03/2018;20:04:21
55;15;56;-84;23/03/2018;20:04:31
56;15;56;-84;23/03/2018;20:04:41
57;15;56;-84;23/03/2018;20:04:51
58;15;56;-84;23/03/2018;20:05:01
59;15;56;-84;23/03/2018;20:05:11
60;15;56;-84;23/03/2018;20:05:21
61;15;56;-84;23/03/2018;20:05:31

1;15;56;-86;23/03/2018;20:05:41
2;15;56;-86;23/03/2018;20:05:51
3;15;56;-86;23/03/2018;20:06:01
4;15;56;-86;23/03/2018;20:06:11
5;15;56;-86;23/03/2018;20:06:21
6;15;56;-86;23/03/2018;20:06:31
7;15;56;-86;23/03/2018;20:06:41
8;15;56;-86;23/03/2018;20:06:51
9;15;56;-86;23/03/2018;20:07:01
10;15;56;-86;23/03/2018;20:07:11
11;15;56;-86;23/03/2018;20:07:21
12;15;56;-86;23/03/2018;20:07:31
13;15;56;-86;23/03/2018;20:07:41
14;15;56;-86;23/03/2018;20:07:51
15;15;56;-86;23/03/2018;20:08:01
16;15;56;-86;23/03/2018;20:08:11
17;15;56;-86;23/03/2018;20:08:21
18;15;56;-86;23/03/2018;20:08:31
19;15;56;-86;23/03/2018;20:08:41
20;15;56;-86;23/03/2018;20:08:51
21;15;56;-86;23/03/2018;20:09:01
22;15;56;-86;23/03/2018;20:09:11
23;15;56;-86;23/03/2018;20:09:21
24;15;56;-86;23/03/2018;20:09:31
25;15;56;-86;23/03/2018;20:09:41
26;15;56;-86;23/03/2018;20:09:51
27;15;56;-86;23/03/2018;20:10:01
28;15;56;-86;23/03/2018;20:10:11
29;15;56;-87;23/03/2018;20:10:21
30;15;56;-87;23/03/2018;20:10:31
31;15;56;-86;23/03/2018;20:10:41
32;15;56;-86;23/03/2018;20:10:51
33;15;56;-86;23/03/2018;20:11:01
34;15;56;-86;23/03/2018;20:11:11
35;15;56;-86;23/03/2018;20:11:21
36;15;56;-86;23/03/2018;20:11:31
37;15;56;-86;23/03/2018;20:11:41
38;15;56;-86;23/03/2018;20:11:51
39;15;56;-86;23/03/2018;20:12:01
40;15;56;-86;23/03/2018;20:12:11
41;15;56;-86;23/03/2018;20:12:21
42;15;56;-86;23/03/2018;20:12:31
43;15;56;-86;23/03/2018;20:12:41
44;15;56;-86;23/03/2018;20:12:51
45;15;56;-86;23/03/2018;20:13:01
46;15;56;-86;23/03/2018;20:13:11
47;15;56;-86;23/03/2018;20:13:21
48;15;56;-86;23/03/2018;20:13:31
49;15;56;-86;23/03/2018;20:13:41
50;15;56;-87;23/03/2018;20:13:51
51;15;56;-87;23/03/2018;20:14:01
52;15;56;-87;23/03/2018;20:14:11
53;15;56;-87;23/03/2018;20:14:21
54;15;56;-87;23/03/2018;20:14:31
55;15;56;-87;23/03/2018;20:14:41
56;15;56;-87;23/03/2018;20:14:51
57;15;56;-87;23/03/2018;20:15:01
58;15;56;-87;23/03/2018;20:15:11
59;15;56;-86;23/03/2018;20:15:21
60;15;56;-86;23/03/2018;20:15:31
61;15;56;-86;23/03/2018;20:15:41
62;15;56;-86;23/03/2018;20:15:51
63;15;56;-87;23/03/2018;20:16:01
64;15;56;-87;23/03/2018;20:16:11

1;15;57;-85;23/03/2018;20:21:51
2;15;57;-85;23/03/2018;20:22:01
3;15;57;-85;23/03/2018;20:22:11
4;15;57;-85;23/03/2018;20:22:21
5;15;57;-85;23/03/2018;20:22:31
6;15;57;-85;23/03/2018;20:22:41
7;15;57;-86;23/03/2018;20:22:51
8;15;57;-86;23/03/2018;20:23:01
9;15;57;-86;23/03/2018;20:23:11
10;15;57;-86;23/03/2018;20:23:21
11;15;57;-86;23/03/2018;20:23:31
12;15;57;-86;23/03/2018;20:23:41
13;15;57;-86;23/03/2018;20:23:51
14;15;57;-86;23/03/2018;20:24:01
15;15;57;-86;23/03/2018;20:24:11
16;15;57;-86;23/03/2018;20:24:21
17;15;57;-86;23/03/2018;20:24:31
18;15;57;-86;23/03/2018;20:24:41
19;15;57;-86;23/03/2018;20:24:51
20;15;58;-86;23/03/2018;20:25:01
21;15;58;-86;23/03/2018;20:25:11
22;15;58;-86;23/03/2018;20:25:21
23;15;58;-86;23/03/2018;20:25:31
24;15;58;-86;23/03/2018;20:25:41
25;15;58;-86;23/03/2018;20:25:51
26;15;58;-86;23/03/2018;20:26:01
27;15;58;-86;23/03/2018;20:26:11
28;15;58;-86;23/03/2018;20:26:21
29;15;58;-86;23/03/2018;20:26:31
30;15;58;-86;23/03/2018;20:26:41
31;15;58;-86;23/03/2018;20:26:51
32;15;58;-86;23/03/2018;20:27:01
33;15;58;-86;23/03/2018;20:27:11
34;15;58;-86;23/03/2018;20:27:21
35;15;58;-86;23/03/2018;20:27:31
36;15;58;-86;23/03/2018;20:27:41
37;15;58;-86;23/03/2018;20:27:51
38;15;58;-86;23/03/2018;20:28:01
39;15;58;-86;23/03/2018;20:28:11
40;15;58;-86;23/03/2018;20:28:21
41;15;58;-86;23/03/2018;20:28:31
42;15;58;-86;23/03/2018;20:28:41
43;15;58;-86;23/03/2018;20:28:51
44;15;58;-86;23/03/2018;20:29:01
45;15;58;-86;23/03/2018;20:29:11
46;15;58;-86;23/03/2018;20:29:21
47;15;58;-86;23/03/2018;20:29:31
48;15;58;-86;23/03/2018;20:29:41
49;15;58;-86;23/03/2018;20:29:51
50;15;58;-86;23/03/2018;20:30:01
51;15;58;-86;23/03/2018;20:30:11
52;15;58;-86;23/03/2018;20:30:21
53;15;58;-86;23/03/2018;20:30:31
54;15;58;-86;23/03/2018;20:30:41
55;15;58;-86;23/03/2018;20:30:51
56;15;58;-86;23/03/2018;20:31:01
57;15;58;-86;23/03/2018;20:31:11
58;15;58;-86;23/03/2018;20:31:21
59;15;58;-86;23/03/2018;20:31:31
60;15;58;-87;23/03/2018;20:31:41
61;15;58;-87;23/03/2018;20:31:51
62;15;58;-87;23/03/2018;20:32:01
63;15;58;-87;23/03/2018;20:32:11
64;15;58;-87;23/03/2018;20:32:21

1;14;58;-85;23/03/2018;20:40:21
2;14;58;-85;23/03/2018;20:40:31
3;14;58;-85;23/03/2018;20:40:41
4;14;58;-85;23/03/2018;20:40:51
5;14;58;-85;23/03/2018;20:41:01
6;14;58;-85;23/03/2018;20:41:11
7;14;58;-85;23/03/2018;20:41:21
8;14;58;-85;23/03/2018;20:41:31
9;14;58;-85;23/03/2018;20:41:41
10;14;58;-85;23/03/2018;20:41:51
11;14;58;-85;23/03/2018;20:42:01
12;14;58;-84;23/03/2018;20:42:11
13;14;58;-84;23/03/2018;20:42:21
14;14;58;-84;23/03/2018;20:42:31
15;14;58;-84;23/03/2018;20:42:41
16;14;58;-84;23/03/2018;20:42:51
17;14;58;-84;23/03/2018;20:43:01
18;14;58;-84;23/03/2018;20:43:11
19;14;58;-84;23/03/2018;20:43:21
20;14;58;-84;23/03/2018;20:43:31
21;14;58;-84;23/03/2018;20:43:41
22;14;58;-84;23/03/2018;20:43:51
23;14;58;-84;23/03/2018;20:44:01
24;14;58;-84;23/03/2018;20:44:11
25;14;58;-84;23/03/2018;20:44:21
26;14;58;-84;23/03/2018;20:44:31
27;14;58;-84;23/03/2018;20:44:41
28;14;58;-84;23/03/2018;20:44:51
29;14;58;-84;23/03/2018;20:45:01
30;14;58;-84;23/03/2018;20:45:11
31;14;58;-84;23/03/2018;20:45:21
32;14;58;-84;23/03/2018;20:45:31
33;14;58;-84;23/03/2018;20:45:41
34;14;58;-84;23/03/2018;20:45:51
35;14;58;-84;23/03/2018;20:46:01
36;14;58;-84;23/03/2018;20:46:11
37;14;58;-84;23/03/2018;20:46:21
38;14;58;-84;23/03/2018;20:46:31
39;14;58;-84;23/03/2018;20:46:41
40;14;58;-84;23/03/2018;20:46:51
41;14;58;-84;23/03/2018;20:47:01
42;14;58;-84;23/03/2018;20:47:11
43;14;58;-84;23/03/2018;20:47:21
44;14;58;-84;23/03/2018;20:47:31
45;14;58;-84;23/03/2018;20:47:41
46;14;58;-84;23/03/2018;20:47:51
47;14;58;-84;23/03/2018;20:48:01
48;14;58;-84;23/03/2018;20:48:11
49;14;58;-84;23/03/2018;20:48:21
50;14;58;-84;23/03/2018;20:48:31
51;14;58;-84;23/03/2018;20:48:41
52;14;58;-84;23/03/2018;20:48:51
53;14;58;-85;23/03/2018;20:49:01
54;14;58;-85;23/03/2018;20:49:11
55;14;58;-85;23/03/2018;20:49:21
56;14;58;-85;23/03/2018;20:49:31
57;14;58;-85;23/03/2018;20:49:41
58;14;58;-85;23/03/2018;20:49:51
59;14;58;-85;23/03/2018;20:50:01
60;14;58;-85;23/03/2018;20:50:11
