cicle;temperature;humidity;RSSI;date;hour
1;12;65;-90;25/03/2018;21:25:48
2;12;65;-90;25/03/2018;21:25:58
3;12;65;-89;25/03/2018;21:26:08
4;12;65;-89;25/03/2018;21:26:18
5;12;65;-89;25/03/2018;21:26:28
6;12;65;-88;25/03/2018;21:26:38
7;12;65;-88;25/03/2018;21:26:48
8;12;65;-89;25/03/2018;21:26:58
9;12;65;-90;25/03/2018;21:27:08
10;12;65;-90;25/03/2018;21:27:18
11;12;65;-90;25/03/2018;21:27:28
12;12;65;-90;25/03/2018;21:27:38
13;12;65;-90;25/03/2018;21:27:48
14;12;65;-91;25/03/2018;21:27:58
15;12;65;-92;25/03/2018;21:28:08
16;12;65;-92;25/03/2018;21:28:18
17;12;65;-92;25/03/2018;21:28:28
18;12;65;-92;25/03/2018;21:28:38
19;12;65;-92;25/03/2018;21:28:48
20;12;65;-92;25/03/2018;21:28:58
21;12;65;-92;25/03/2018;21:29:08
22;12;65;-92;25/03/2018;21:29:18
23;12;65;-92;25/03/2018;21:29:28
24;12;65;-92;25/03/2018;21:29:38
25;12;65;-92;25/03/2018;21:29:48
26;12;65;-92;25/03/2018;21:29:58
27;12;65;-92;25/03/2018;21:30:08
28;12;65;-92;25/03/2018;21:30:18
29;12;65;-92;25/03/2018;21:30:28
30;12;65;-92;25/03/2018;21:30:38
31;12;65;-92;25/03/2018;21:30:48
32;12;65;-92;25/03/2018;21:30:58
33;12;65;-92;25/03/2018;21:31:08
34;12;65;-92;25/03/2018;21:31:18
35;12;65;-92;25/03/2018;21:31:28
36;12;65;-91;25/03/2018;21:31:38
37;12;65;-91;25/03/2018;21:31:48
38;12;65;-91;25/03/2018;21:31:58
39;12;65;-91;25/03/2018;21:32:08
40;12;65;-91;25/03/2018;21:32:18
41;12;65;-91;25/03/2018;21:32:28
42;12;65;-91;25/03/2018;21:32:38
43;12;65;-91;25/03/2018;21:32:48
44;12;65;-91;25/03/2018;21:32:58
45;12;65;-91;25/03/2018;21:33:08
46;12;65;-91;25/03/2018;21:33:18
47;12;65;-91;25/03/2018;21:33:28
48;12;65;-91;25/03/2018;21:33:38
49;12;65;-91;25/03/2018;21:33:48
50;12;65;-91;25/03/2018;21:33:58
51;12;65;-91;25/03/2018;21:34:08
52;12;65;-91;25/03/2018;21:34:18
53;12;65;-91;25/03/2018;21:34:28
54;12;65;-91;25/03/2018;21:34:38
55;12;65;-91;25/03/2018;21:34:48
56;12;65;-91;25/03/2018;21:34:58
57;12;65;-91;25/03/2018;21:35:08
58;12;65;-91;25/03/2018;21:35:18
59;12;65;-91;25/03/2018;21:35:28
60;12;65;-91;25/03/2018;21:35:38
61;12;65;-91;25/03/2018;21:35:48
62;12;65;-91;25/03/2018;21:35:58
63;12;65;-91;25/03/2018;21:36:08

1;12;65;-92;25/03/2018;21:43:18
2;12;65;-92;25/03/2018;21:43:28
3;12;65;-92;25/03/2018;21:43:38
4;12;65;-92;25/03/2018;21:43:48
5;12;65;-92;25/03/2018;21:43:58
6;12;65;-92;25/03/2018;21:44:08
7;12;65;-93;25/03/2018;21:44:18
8;12;65;-92;25/03/2018;21:44:28
9;12;65;-92;25/03/2018;21:44:38
10;12;65;-92;25/03/2018;21:44:48
11;12;65;-92;25/03/2018;21:44:58
12;12;65;-93;25/03/2018;21:45:08
13;12;65;-93;25/03/2018;21:45:18
14;12;65;-93;25/03/2018;21:45:28
15;12;65;-93;25/03/2018;21:45:38
16;12;65;-93;25/03/2018;21:45:48
17;12;65;-93;25/03/2018;21:45:58
18;12;65;-93;25/03/2018;21:46:08
19;12;65;-93;25/03/2018;21:46:18
20;12;65;-93;25/03/2018;21:46:28
21;12;65;-93;25/03/2018;21:46:38
22;12;65;-93;25/03/2018;21:46:48
23;12;65;-93;25/03/2018;21:46:58
24;12;65;-93;25/03/2018;21:47:08
25;12;66;-93;25/03/2018;21:47:18
26;12;66;-93;25/03/2018;21:47:28
27;12;66;-93;25/03/2018;21:47:38
28;12;66;-93;25/03/2018;21:47:48
29;12;66;-93;25/03/2018;21:47:58
30;12;66;-93;25/03/2018;21:48:08
31;12;66;-93;25/03/2018;21:48:18
32;12;66;-93;25/03/2018;21:48:28
