cicle;temperature;humidity;RSSI;date;hour
1;10;65;-81;22/03/2018;21:35:03
2;10;65;-81;22/03/2018;21:35:13
3;10;65;-82;22/03/2018;21:35:23
4;10;65;-82;22/03/2018;21:35:33
5;10;65;-83;22/03/2018;21:35:43
6;10;65;-82;22/03/2018;21:35:53
7;10;65;-82;22/03/2018;21:36:03
8;10;65;-83;22/03/2018;21:36:13
9;10;65;-83;22/03/2018;21:36:23
10;10;65;-83;22/03/2018;21:36:33
11;10;65;-83;22/03/2018;21:36:43
12;10;65;-83;22/03/2018;21:36:53
13;10;65;-83;22/03/2018;21:37:03
14;10;66;-83;22/03/2018;21:37:13
15;10;66;-83;22/03/2018;21:37:23
16;10;66;-83;22/03/2018;21:37:33
17;10;66;-82;22/03/2018;21:37:43
18;10;66;-82;22/03/2018;21:37:53
19;10;66;-82;22/03/2018;21:38:03
20;10;66;-82;22/03/2018;21:38:13
21;10;66;-82;22/03/2018;21:38:23
22;10;66;-82;22/03/2018;21:38:33
23;10;66;-82;22/03/2018;21:38:43
24;10;66;-82;22/03/2018;21:38:53
25;10;66;-82;22/03/2018;21:39:03
26;10;66;-82;22/03/2018;21:39:13
27;10;66;-82;22/03/2018;21:39:23
28;10;66;-82;22/03/2018;21:39:33
29;10;66;-82;22/03/2018;21:39:43
30;10;66;-82;22/03/2018;21:39:53
31;10;66;-82;22/03/2018;21:40:03
32;10;66;-82;22/03/2018;21:40:13
33;10;66;-82;22/03/2018;21:40:23
34;10;66;-82;22/03/2018;21:40:33
35;10;66;-82;22/03/2018;21:40:43
36;10;66;-82;22/03/2018;21:40:53
37;10;66;-82;22/03/2018;21:41:03
38;10;66;-82;22/03/2018;21:41:13
39;10;66;-82;22/03/2018;21:41:23
40;10;66;-82;22/03/2018;21:41:33
41;10;66;-82;22/03/2018;21:41:43
42;10;66;-82;22/03/2018;21:41:53
43;10;66;-82;22/03/2018;21:42:03
44;10;66;-82;22/03/2018;21:42:13
45;10;66;-82;22/03/2018;21:42:23
46;10;66;-82;22/03/2018;21:42:33
47;10;66;-82;22/03/2018;21:42:43
48;10;66;-82;22/03/2018;21:42:53
49;10;66;-83;22/03/2018;21:43:03
50;10;66;-83;22/03/2018;21:43:13
51;10;66;-83;22/03/2018;21:43:23
52;10;66;-83;22/03/2018;21:43:33
53;10;66;-83;22/03/2018;21:43:43
54;10;66;-83;22/03/2018;21:43:53
55;10;66;-83;22/03/2018;21:44:03
56;10;66;-83;22/03/2018;21:44:13
57;10;66;-83;22/03/2018;21:44:23
58;10;66;-83;22/03/2018;21:44:33
59;10;66;-83;22/03/2018;21:44:43
60;10;66;-83;22/03/2018;21:44:53
61;10;66;-83;22/03/2018;21:45:03

1;10;66;-83;22/03/2018;21:50:53
2;10;66;-83;22/03/2018;21:51:03
3;10;67;-83;22/03/2018;21:51:13
4;10;67;-83;22/03/2018;21:51:23
5;10;67;-83;22/03/2018;21:51:33
6;10;67;-83;22/03/2018;21:51:43
7;10;67;-83;22/03/2018;21:51:53
8;10;67;-83;22/03/2018;21:52:03
9;10;67;-83;22/03/2018;21:52:13
10;10;67;-83;22/03/2018;21:52:23
11;10;67;-83;22/03/2018;21:52:33
12;10;67;-83;22/03/2018;21:52:43
13;10;67;-83;22/03/2018;21:52:53
14;10;67;-82;22/03/2018;21:53:03
15;10;67;-82;22/03/2018;21:53:13
16;10;67;-82;22/03/2018;21:53:23
17;10;67;-82;22/03/2018;21:53:33
18;10;67;-82;22/03/2018;21:53:43
19;10;67;-82;22/03/2018;21:53:53
20;10;67;-82;22/03/2018;21:54:03
21;10;67;-82;22/03/2018;21:54:13
22;10;67;-82;22/03/2018;21:54:23
23;10;67;-82;22/03/2018;21:54:33
24;10;67;-81;22/03/2018;21:54:43
25;10;67;-81;22/03/2018;21:54:53
26;10;67;-81;22/03/2018;21:55:03
27;10;67;-81;22/03/2018;21:55:13
28;10;67;-81;22/03/2018;21:55:23
29;10;67;-81;22/03/2018;21:55:33
30;10;67;-81;22/03/2018;21:55:43
31;10;67;-81;22/03/2018;21:55:53
32;10;67;-81;22/03/2018;21:56:03
33;10;67;-81;22/03/2018;21:56:13
34;10;67;-81;22/03/2018;21:56:23
35;10;67;-81;22/03/2018;21:56:33
36;10;67;-81;22/03/2018;21:56:43
37;10;67;-81;22/03/2018;21:56:53
38;10;67;-82;22/03/2018;21:57:03
39;10;67;-82;22/03/2018;21:57:13
40;10;67;-82;22/03/2018;21:57:23
41;10;67;-82;22/03/2018;21:57:33
42;10;67;-82;22/03/2018;21:57:43
43;10;67;-82;22/03/2018;21:57:53
44;10;67;-82;22/03/2018;21:58:03
45;10;67;-82;22/03/2018;21:58:13
46;10;67;-82;22/03/2018;21:58:23
47;10;67;-82;22/03/2018;21:58:33
48;10;67;-82;22/03/2018;21:58:43
49;10;67;-82;22/03/2018;21:58:53
50;10;67;-82;22/03/2018;21:59:03
51;10;67;-82;22/03/2018;21:59:13
52;10;67;-82;22/03/2018;21:59:23
53;10;67;-82;22/03/2018;21:59:33
54;10;67;-82;22/03/2018;21:59:43
55;10;67;-82;22/03/2018;21:59:53
56;10;67;-83;22/03/2018;22:00:03
57;10;67;-83;22/03/2018;22:00:13
58;10;67;-83;22/03/2018;22:00:23
59;10;67;-83;22/03/2018;22:00:33
60;10;67;-83;22/03/2018;22:00:43
61;10;67;-83;22/03/2018;22:00:53

1;10;67;-83;22/03/2018;22:08:03
2;10;67;-83;22/03/2018;22:08:13
3;10;67;-83;22/03/2018;22:08:23
4;10;67;-83;22/03/2018;22:08:33
5;10;67;-83;22/03/2018;22:08:43
6;10;67;-83;22/03/2018;22:08:53
7;10;67;-83;22/03/2018;22:09:03
8;10;67;-83;22/03/2018;22:09:13
9;10;67;-83;22/03/2018;22:09:23
10;10;67;-83;22/03/2018;22:09:33
11;10;67;-83;22/03/2018;22:09:43
12;10;67;-83;22/03/2018;22:09:53
13;10;67;-83;22/03/2018;22:10:03
14;10;67;-83;22/03/2018;22:10:13
15;10;67;-83;22/03/2018;22:10:23
16;10;67;-83;22/03/2018;22:10:33
17;10;67;-83;22/03/2018;22:10:43
18;10;67;-83;22/03/2018;22:10:53
19;10;67;-83;22/03/2018;22:11:03
20;10;67;-83;22/03/2018;22:11:13
21;10;67;-83;22/03/2018;22:11:23
22;10;67;-83;22/03/2018;22:11:33
23;10;67;-83;22/03/2018;22:11:43
24;10;67;-84;22/03/2018;22:11:53
25;10;67;-83;22/03/2018;22:12:03
26;10;67;-84;22/03/2018;22:12:13
27;10;67;-84;22/03/2018;22:12:23
28;10;67;-84;22/03/2018;22:12:33
29;10;67;-84;22/03/2018;22:12:43
30;10;67;-84;22/03/2018;22:12:53
31;10;67;-84;22/03/2018;22:13:03
32;10;67;-84;22/03/2018;22:13:13
33;10;67;-84;22/03/2018;22:13:23
34;10;67;-84;22/03/2018;22:13:33
35;10;67;-84;22/03/2018;22:13:43
36;10;67;-84;22/03/2018;22:13:53
37;10;67;-84;22/03/2018;22:14:03
38;10;67;-84;22/03/2018;22:14:13
39;10;67;-84;22/03/2018;22:14:23
40;10;67;-84;22/03/2018;22:14:33
41;10;67;-84;22/03/2018;22:14:43
42;10;67;-84;22/03/2018;22:14:53
43;10;67;-84;22/03/2018;22:15:03
44;10;67;-84;22/03/2018;22:15:13
45;10;67;-84;22/03/2018;22:15:23
46;10;67;-83;22/03/2018;22:15:33
47;10;67;-83;22/03/2018;22:15:43
48;10;67;-83;22/03/2018;22:15:53
49;10;67;-83;22/03/2018;22:16:03
50;10;67;-83;22/03/2018;22:16:13
51;10;67;-83;22/03/2018;22:16:23
52;10;67;-83;22/03/2018;22:16:33
53;10;67;-83;22/03/2018;22:16:43
54;10;67;-83;22/03/2018;22:16:53
55;10;67;-83;22/03/2018;22:17:03
56;10;67;-83;22/03/2018;22:17:13
57;10;67;-83;22/03/2018;22:17:23
58;10;67;-83;22/03/2018;22:17:33
59;10;67;-83;22/03/2018;22:17:43
60;10;67;-83;22/03/2018;22:17:53
