cicle;temperature;humidity;RSSI;date;hour
1;18;45;-76;23/03/2018;15:20:11
2;18;45;-76;23/03/2018;15:20:21
3;18;45;-76;23/03/2018;15:20:31
4;18;45;-76;23/03/2018;15:20:41
5;18;45;-76;23/03/2018;15:20:51
6;18;45;-76;23/03/2018;15:21:01
7;18;45;-76;23/03/2018;15:21:11
8;18;45;-75;23/03/2018;15:21:21
9;18;45;-75;23/03/2018;15:21:31
10;18;45;-75;23/03/2018;15:21:41
11;18;45;-75;23/03/2018;15:21:51
12;18;45;-74;23/03/2018;15:22:01
13;18;45;-75;23/03/2018;15:22:11
14;18;45;-75;23/03/2018;15:22:21
15;18;45;-75;23/03/2018;15:22:31
16;18;45;-75;23/03/2018;15:22:41
17;18;45;-75;23/03/2018;15:22:51
18;18;45;-75;23/03/2018;15:23:01
19;18;45;-75;23/03/2018;15:23:11
20;18;45;-76;23/03/2018;15:23:21
21;18;45;-76;23/03/2018;15:23:31
22;18;45;-76;23/03/2018;15:23:41
23;18;45;-76;23/03/2018;15:23:51
24;18;45;-76;23/03/2018;15:24:01
25;18;45;-76;23/03/2018;15:24:11
26;18;45;-76;23/03/2018;15:24:21
27;18;45;-76;23/03/2018;15:24:31
28;18;45;-76;23/03/2018;15:24:41
29;18;45;-76;23/03/2018;15:24:51
30;18;45;-76;23/03/2018;15:25:01
31;18;45;-76;23/03/2018;15:25:11
32;18;45;-76;23/03/2018;15:25:21
33;18;45;-76;23/03/2018;15:25:31
34;18;45;-76;23/03/2018;15:25:41
35;18;45;-76;23/03/2018;15:25:51
36;18;45;-75;23/03/2018;15:26:01
37;18;45;-75;23/03/2018;15:26:11
38;18;45;-75;23/03/2018;15:26:21
39;18;45;-75;23/03/2018;15:26:31
40;18;45;-75;23/03/2018;15:26:41
41;18;45;-75;23/03/2018;15:26:51
42;18;45;-75;23/03/2018;15:27:01
43;18;45;-76;23/03/2018;15:27:11
44;18;45;-76;23/03/2018;15:27:21
45;18;46;-76;23/03/2018;15:27:31
46;18;46;-76;23/03/2018;15:27:41
47;18;46;-76;23/03/2018;15:27:51
48;18;46;-76;23/03/2018;15:28:01
49;18;46;-75;23/03/2018;15:28:11
50;18;46;-75;23/03/2018;15:28:21
51;18;46;-75;23/03/2018;15:28:31
52;18;46;-75;23/03/2018;15:28:41
53;18;46;-76;23/03/2018;15:28:51
54;18;46;-76;23/03/2018;15:29:01
55;18;46;-77;23/03/2018;15:29:11
56;18;46;-76;23/03/2018;15:29:21
57;18;46;-76;23/03/2018;15:29:31
58;18;46;-76;23/03/2018;15:29:41
59;18;46;-76;23/03/2018;15:29:51
60;18;46;-76;23/03/2018;15:30:01
61;18;46;-76;23/03/2018;15:30:11

