cicle;temperature;humidity;RSSI;date;hour
1;15;68;-59;25/03/2018;15:21:28
2;15;68;-59;25/03/2018;15:21:38
3;15;68;-59;25/03/2018;15:21:48
4;15;68;-59;25/03/2018;15:21:58
5;15;68;-58;25/03/2018;15:22:08
6;15;68;-58;25/03/2018;15:22:18
7;15;68;-58;25/03/2018;15:22:28
8;15;68;-58;25/03/2018;15:22:38
9;15;68;-59;25/03/2018;15:22:48
10;15;68;-59;25/03/2018;15:22:58
11;15;68;-59;25/03/2018;15:23:08
12;15;68;-59;25/03/2018;15:23:18
13;15;68;-59;25/03/2018;15:23:28
14;15;68;-59;25/03/2018;15:23:38
15;15;68;-59;25/03/2018;15:23:48
16;15;68;-59;25/03/2018;15:23:58
17;15;68;-59;25/03/2018;15:24:08
18;15;68;-59;25/03/2018;15:24:18
19;15;68;-59;25/03/2018;15:24:28
20;15;68;-59;25/03/2018;15:24:38
21;15;68;-59;25/03/2018;15:24:48
22;15;68;-59;25/03/2018;15:24:58
23;15;68;-59;25/03/2018;15:25:08
24;15;68;-59;25/03/2018;15:25:18
25;15;68;-58;25/03/2018;15:25:28
26;15;68;-58;25/03/2018;15:25:38
27;15;68;-58;25/03/2018;15:25:48
28;15;68;-58;25/03/2018;15:25:58
29;15;68;-58;25/03/2018;15:26:08
30;15;68;-58;25/03/2018;15:26:18
31;15;68;-58;25/03/2018;15:26:28
32;15;68;-58;25/03/2018;15:26:38
33;15;68;-58;25/03/2018;15:26:48
34;15;68;-58;25/03/2018;15:26:58
35;15;68;-58;25/03/2018;15:27:08
36;15;68;-58;25/03/2018;15:27:18
37;15;68;-58;25/03/2018;15:27:28
38;15;68;-58;25/03/2018;15:27:38
39;15;68;-58;25/03/2018;15:27:48
40;15;68;-58;25/03/2018;15:27:58
41;15;68;-58;25/03/2018;15:28:08
42;15;68;-58;25/03/2018;15:28:18
43;15;68;-58;25/03/2018;15:28:28
44;15;68;-58;25/03/2018;15:28:38
45;15;68;-58;25/03/2018;15:28:48
46;15;68;-58;25/03/2018;15:28:58
47;15;68;-58;25/03/2018;15:29:08
48;15;68;-58;25/03/2018;15:29:18
49;15;68;-58;25/03/2018;15:29:28
50;15;68;-58;25/03/2018;15:29:38
51;15;68;-58;25/03/2018;15:29:48
52;15;68;-58;25/03/2018;15:29:58
53;15;68;-58;25/03/2018;15:30:08
54;15;68;-58;25/03/2018;15:30:18
55;15;68;-58;25/03/2018;15:30:28
56;15;69;-58;25/03/2018;15:30:38
57;15;69;-58;25/03/2018;15:30:48
58;15;69;-58;25/03/2018;15:30:58
59;15;69;-58;25/03/2018;15:31:08
60;15;69;-58;25/03/2018;15:31:18
61;15;69;-58;25/03/2018;15:31:28
62;15;69;-58;25/03/2018;15:31:38
63;15;69;-58;25/03/2018;15:31:48

1;15;69;-58;25/03/2018;15:38:58
2;15;69;-58;25/03/2018;15:39:08
3;15;69;-58;25/03/2018;15:39:18
4;15;69;-58;25/03/2018;15:39:28
5;15;69;-58;25/03/2018;15:39:38
6;15;69;-58;25/03/2018;15:39:48
7;15;69;-58;25/03/2018;15:39:58
8;15;69;-58;25/03/2018;15:40:08
9;15;69;-58;25/03/2018;15:40:18
10;15;69;-58;25/03/2018;15:40:28
11;15;69;-58;25/03/2018;15:40:38
12;15;69;-58;25/03/2018;15:40:48
13;15;69;-59;25/03/2018;15:40:58
14;15;69;-59;25/03/2018;15:41:08
15;15;69;-59;25/03/2018;15:41:18
16;15;69;-59;25/03/2018;15:41:28
17;15;69;-59;25/03/2018;15:41:38
18;15;69;-59;25/03/2018;15:41:48
19;15;69;-59;25/03/2018;15:41:58
20;15;69;-59;25/03/2018;15:42:08
21;15;69;-59;25/03/2018;15:42:18
22;15;69;-59;25/03/2018;15:42:28
23;15;69;-59;25/03/2018;15:42:38
24;15;69;-59;25/03/2018;15:42:48
25;15;69;-59;25/03/2018;15:42:58
26;15;69;-59;25/03/2018;15:43:08
27;15;69;-59;25/03/2018;15:43:18
28;15;69;-59;25/03/2018;15:43:28
29;15;69;-59;25/03/2018;15:43:38
30;15;69;-59;25/03/2018;15:43:48
31;15;69;-59;25/03/2018;15:43:58
32;15;69;-59;25/03/2018;15:44:08
33;15;69;-59;25/03/2018;15:44:18
34;15;69;-59;25/03/2018;15:44:28
35;15;69;-59;25/03/2018;15:44:38
36;15;69;-60;25/03/2018;15:44:48
37;15;69;-60;25/03/2018;15:44:58
38;15;69;-60;25/03/2018;15:45:08
39;15;69;-60;25/03/2018;15:45:18
40;15;69;-60;25/03/2018;15:45:28
41;15;69;-60;25/03/2018;15:45:38
42;15;69;-60;25/03/2018;15:45:48
43;15;69;-60;25/03/2018;15:45:58
44;15;69;-60;25/03/2018;15:46:08
45;15;69;-60;25/03/2018;15:46:18
46;15;69;-60;25/03/2018;15:46:28
47;15;69;-60;25/03/2018;15:46:38
48;15;69;-60;25/03/2018;15:46:48
49;15;69;-60;25/03/2018;15:46:58
50;15;69;-60;25/03/2018;15:47:08
51;15;69;-60;25/03/2018;15:47:18
52;15;69;-60;25/03/2018;15:47:28
53;15;69;-60;25/03/2018;15:47:38
54;15;69;-60;25/03/2018;15:47:48
55;15;69;-60;25/03/2018;15:47:58
56;15;69;-60;25/03/2018;15:48:08
57;15;69;-60;25/03/2018;15:48:18
58;15;69;-60;25/03/2018;15:48:28
59;15;69;-60;25/03/2018;15:48:38
60;15;69;-60;25/03/2018;15:48:48
61;15;69;-60;25/03/2018;15:48:58
62;15;69;-60;25/03/2018;15:49:08
63;15;69;-60;25/03/2018;15:49:18

1;15;69;-60;25/03/2018;15:57:28
2;15;69;-60;25/03/2018;15:57:38
3;15;69;-60;25/03/2018;15:57:48
4;15;69;-60;25/03/2018;15:57:58
5;15;69;-60;25/03/2018;15:58:08
6;15;69;-60;25/03/2018;15:58:18
7;15;69;-60;25/03/2018;15:58:28
8;15;69;-60;25/03/2018;15:58:38
9;15;69;-60;25/03/2018;15:58:48
10;15;69;-60;25/03/2018;15:58:58
11;15;69;-60;25/03/2018;15:59:08
12;15;69;-60;25/03/2018;15:59:18
13;15;69;-60;25/03/2018;15:59:28
14;15;69;-60;25/03/2018;15:59:38
15;15;69;-60;25/03/2018;15:59:48
16;15;69;-60;25/03/2018;15:59:58
17;15;69;-59;25/03/2018;16:00:08
18;15;69;-59;25/03/2018;16:00:18
19;15;69;-59;25/03/2018;16:00:28
20;15;69;-59;25/03/2018;16:00:38
21;15;69;-59;25/03/2018;16:00:48
22;15;69;-59;25/03/2018;16:00:58
23;15;69;-59;25/03/2018;16:01:08
24;15;69;-59;25/03/2018;16:01:18
25;15;69;-59;25/03/2018;16:01:28
26;15;69;-59;25/03/2018;16:01:38
27;15;69;-59;25/03/2018;16:01:48
28;15;69;-59;25/03/2018;16:01:58
29;15;69;-59;25/03/2018;16:02:08
30;15;69;-59;25/03/2018;16:02:18
31;15;69;-59;25/03/2018;16:02:28
32;15;69;-59;25/03/2018;16:02:38
