cicle;temperature;humidity;RSSI;date;hour
1;14;41;-72;24/03/2018;11:21:38
2;14;41;-72;24/03/2018;11:21:48
3;14;41;-72;24/03/2018;11:21:58
4;14;41;-72;24/03/2018;11:22:08
5;14;41;-72;24/03/2018;11:22:18
6;14;41;-72;24/03/2018;11:22:28
7;14;41;-73;24/03/2018;11:22:38
8;14;41;-73;24/03/2018;11:22:48
9;14;41;-73;24/03/2018;11:22:58
10;14;41;-73;24/03/2018;11:23:08
11;14;41;-72;24/03/2018;11:23:18
12;14;41;-71;24/03/2018;11:23:28
13;14;41;-71;24/03/2018;11:23:38
14;14;41;-71;24/03/2018;11:23:48
15;14;41;-71;24/03/2018;11:23:58
16;14;41;-71;24/03/2018;11:24:08
17;14;41;-71;24/03/2018;11:24:18
18;14;41;-71;24/03/2018;11:24:28
19;14;41;-71;24/03/2018;11:24:38
20;14;41;-71;24/03/2018;11:24:48
21;14;41;-71;24/03/2018;11:24:58
22;14;41;-71;24/03/2018;11:25:08
23;14;41;-71;24/03/2018;11:25:18
24;15;41;-71;24/03/2018;11:25:28
25;15;41;-71;24/03/2018;11:25:38
26;15;41;-71;24/03/2018;11:25:48
27;15;41;-71;24/03/2018;11:25:58
28;15;41;-72;24/03/2018;11:26:08
29;15;41;-72;24/03/2018;11:26:18
30;15;41;-72;24/03/2018;11:26:28
31;15;41;-72;24/03/2018;11:26:38
32;15;41;-72;24/03/2018;11:26:48
33;15;41;-72;24/03/2018;11:26:58
34;15;41;-72;24/03/2018;11:27:08
35;15;41;-72;24/03/2018;11:27:18
36;15;41;-72;24/03/2018;11:27:28
37;15;41;-72;24/03/2018;11:27:38
38;15;41;-72;24/03/2018;11:27:48
39;15;41;-72;24/03/2018;11:27:58
40;15;41;-72;24/03/2018;11:28:08
41;15;41;-72;24/03/2018;11:28:18
42;15;41;-72;24/03/2018;11:28:28
43;15;41;-72;24/03/2018;11:28:38
44;15;41;-72;24/03/2018;11:28:48
45;15;41;-72;24/03/2018;11:28:58
46;15;41;-72;24/03/2018;11:29:08
47;15;41;-72;24/03/2018;11:29:18
48;15;41;-72;24/03/2018;11:29:28
49;15;41;-72;24/03/2018;11:29:38
50;15;41;-72;24/03/2018;11:29:48
51;15;41;-71;24/03/2018;11:29:58
52;15;41;-71;24/03/2018;11:30:08
53;15;41;-71;24/03/2018;11:30:18
54;15;41;-71;24/03/2018;11:30:28
55;15;41;-71;24/03/2018;11:30:38
56;15;41;-70;24/03/2018;11:30:48
57;15;41;-70;24/03/2018;11:30:58
58;15;41;-69;24/03/2018;11:31:08
59;15;41;-69;24/03/2018;11:31:18
60;15;41;-69;24/03/2018;11:31:28
61;15;41;-69;24/03/2018;11:31:38
62;15;41;-69;24/03/2018;11:31:48
63;15;41;-69;24/03/2018;11:31:58

1;15;41;-72;24/03/2018;11:37:28
2;15;41;-72;24/03/2018;11:37:38
3;15;41;-72;24/03/2018;11:37:48
4;15;41;-72;24/03/2018;11:37:58
5;15;41;-72;24/03/2018;11:38:08
6;15;41;-72;24/03/2018;11:38:18
7;15;41;-72;24/03/2018;11:38:28
8;15;41;-72;24/03/2018;11:38:38
9;15;41;-72;24/03/2018;11:38:48
10;15;41;-72;24/03/2018;11:38:58
11;15;41;-73;24/03/2018;11:39:08
12;15;41;-73;24/03/2018;11:39:18
13;15;41;-73;24/03/2018;11:39:28
14;15;41;-73;24/03/2018;11:39:38
15;15;41;-73;24/03/2018;11:39:48
16;15;41;-73;24/03/2018;11:39:58
17;15;41;-73;24/03/2018;11:40:08
18;15;41;-73;24/03/2018;11:40:18
19;15;41;-73;24/03/2018;11:40:28
20;15;41;-73;24/03/2018;11:40:38
21;15;41;-73;24/03/2018;11:40:48
22;15;41;-73;24/03/2018;11:40:58
23;15;41;-73;24/03/2018;11:41:08
24;15;41;-73;24/03/2018;11:41:18
25;15;41;-73;24/03/2018;11:41:28
26;15;41;-73;24/03/2018;11:41:38
27;15;41;-72;24/03/2018;11:41:48
28;15;41;-72;24/03/2018;11:41:58
29;15;41;-72;24/03/2018;11:42:08
30;15;41;-72;24/03/2018;11:42:18
31;15;41;-72;24/03/2018;11:42:28
32;15;41;-72;24/03/2018;11:42:38
33;15;41;-72;24/03/2018;11:42:48
34;15;41;-72;24/03/2018;11:42:58
35;15;41;-72;24/03/2018;11:43:08
36;15;41;-72;24/03/2018;11:43:18
37;15;41;-72;24/03/2018;11:43:28
38;15;41;-72;24/03/2018;11:43:38
39;15;41;-72;24/03/2018;11:43:48
40;15;41;-72;24/03/2018;11:43:58
41;15;41;-72;24/03/2018;11:44:08
42;15;41;-72;24/03/2018;11:44:18
43;15;41;-72;24/03/2018;11:44:28
44;15;41;-72;24/03/2018;11:44:38
45;15;41;-72;24/03/2018;11:44:48
46;15;41;-72;24/03/2018;11:44:58
47;15;41;-72;24/03/2018;11:45:08
48;15;41;-72;24/03/2018;11:45:18
