cicle;temperature;humidity;RSSI;date;hour
1;14;68;-88;25/03/2018;18:57:08
2;14;68;-88;25/03/2018;18:57:18
3;14;68;-88;25/03/2018;18:57:28
4;14;68;-88;25/03/2018;18:57:38
5;14;68;-88;25/03/2018;18:57:48
6;14;68;-89;25/03/2018;18:57:58
7;14;68;-89;25/03/2018;18:58:08
8;14;68;-88;25/03/2018;18:58:18
9;14;68;-88;25/03/2018;18:58:28
10;14;68;-88;25/03/2018;18:58:38
11;14;68;-88;25/03/2018;18:58:48
12;14;68;-88;25/03/2018;18:58:58
13;14;68;-88;25/03/2018;18:59:08
14;14;68;-88;25/03/2018;18:59:18
15;14;68;-88;25/03/2018;18:59:28
16;14;68;-88;25/03/2018;18:59:38
17;14;68;-88;25/03/2018;18:59:48
18;14;68;-88;25/03/2018;18:59:58
19;14;68;-88;25/03/2018;19:00:08
20;14;68;-88;25/03/2018;19:00:18
21;14;68;-88;25/03/2018;19:00:28
22;14;68;-88;25/03/2018;19:00:38
23;14;68;-88;25/03/2018;19:00:48
24;14;68;-88;25/03/2018;19:00:58
25;14;68;-88;25/03/2018;19:01:08
26;14;68;-87;25/03/2018;19:01:18
27;14;68;-87;25/03/2018;19:01:28
28;14;68;-87;25/03/2018;19:01:38
29;14;68;-88;25/03/2018;19:01:48
30;14;68;-88;25/03/2018;19:01:58
31;14;68;-88;25/03/2018;19:02:08
32;14;68;-88;25/03/2018;19:02:18
33;14;68;-88;25/03/2018;19:02:28
34;14;68;-88;25/03/2018;19:02:38
35;14;68;-88;25/03/2018;19:02:48
36;14;68;-88;25/03/2018;19:02:58
37;14;68;-88;25/03/2018;19:03:08
38;14;68;-88;25/03/2018;19:03:18
39;14;68;-88;25/03/2018;19:03:28
40;14;68;-88;25/03/2018;19:03:38
41;14;68;-87;25/03/2018;19:03:48
42;14;68;-87;25/03/2018;19:03:58
43;14;68;-87;25/03/2018;19:04:08
44;14;68;-87;25/03/2018;19:04:18
45;14;68;-87;25/03/2018;19:04:28
46;14;68;-87;25/03/2018;19:04:38
47;14;68;-87;25/03/2018;19:04:48
48;14;68;-87;25/03/2018;19:04:58
49;14;68;-87;25/03/2018;19:05:08
50;14;68;-87;25/03/2018;19:05:18
51;14;68;-87;25/03/2018;19:05:28
52;14;68;-87;25/03/2018;19:05:38
53;14;68;-87;25/03/2018;19:05:48
54;14;68;-87;25/03/2018;19:05:58
55;14;68;-87;25/03/2018;19:06:08
56;14;68;-88;25/03/2018;19:06:18
57;14;68;-88;25/03/2018;19:06:28
58;14;68;-88;25/03/2018;19:06:38
59;14;68;-88;25/03/2018;19:06:48
60;14;68;-88;25/03/2018;19:06:58
61;14;68;-88;25/03/2018;19:07:08
62;14;68;-88;25/03/2018;19:07:18
63;14;68;-88;25/03/2018;19:07:28

1;14;68;-87;25/03/2018;19:14:18
2;14;68;-87;25/03/2018;19:14:28
3;14;68;-87;25/03/2018;19:14:38
4;14;68;-87;25/03/2018;19:14:48
5;14;68;-87;25/03/2018;19:14:58
6;14;68;-87;25/03/2018;19:15:08
7;14;68;-87;25/03/2018;19:15:18
8;14;68;-87;25/03/2018;19:15:28
9;14;68;-87;25/03/2018;19:15:38
10;14;68;-87;25/03/2018;19:15:48
11;14;68;-87;25/03/2018;19:15:58
12;14;68;-87;25/03/2018;19:16:08
13;14;68;-87;25/03/2018;19:16:18
14;14;68;-87;25/03/2018;19:16:28
15;14;68;-87;25/03/2018;19:16:38
16;14;68;-87;25/03/2018;19:16:48
17;14;68;-87;25/03/2018;19:16:58
18;14;68;-87;25/03/2018;19:17:08
19;14;68;-87;25/03/2018;19:17:18
20;14;68;-87;25/03/2018;19:17:28
21;14;68;-87;25/03/2018;19:17:38
22;14;68;-87;25/03/2018;19:17:48
23;14;68;-87;25/03/2018;19:17:58
24;14;68;-87;25/03/2018;19:18:08
25;14;68;-87;25/03/2018;19:18:18
26;14;68;-87;25/03/2018;19:18:28
27;14;68;-87;25/03/2018;19:18:38
28;14;68;-88;25/03/2018;19:18:48
29;14;67;-88;25/03/2018;19:18:58
30;14;67;-88;25/03/2018;19:19:08
31;14;67;-88;25/03/2018;19:19:18
32;14;67;-88;25/03/2018;19:19:28
33;14;67;-88;25/03/2018;19:19:38
34;14;67;-88;25/03/2018;19:19:48
35;14;67;-88;25/03/2018;19:19:58
36;14;67;-88;25/03/2018;19:20:08
37;14;67;-88;25/03/2018;19:20:18
38;14;67;-88;25/03/2018;19:20:28
39;14;67;-88;25/03/2018;19:20:38
40;14;67;-88;25/03/2018;19:20:48
41;14;67;-88;25/03/2018;19:20:58
42;14;67;-88;25/03/2018;19:21:08
43;14;67;-87;25/03/2018;19:21:18
44;14;67;-88;25/03/2018;19:21:28
45;14;67;-88;25/03/2018;19:21:38
46;14;67;-89;25/03/2018;19:21:48
47;14;67;-89;25/03/2018;19:21:58
48;14;67;-89;25/03/2018;19:22:08
49;14;67;-89;25/03/2018;19:22:18
50;14;67;-89;25/03/2018;19:22:28
51;14;67;-89;25/03/2018;19:22:38
52;14;67;-89;25/03/2018;19:22:48
53;14;67;-89;25/03/2018;19:22:58
54;14;67;-89;25/03/2018;19:23:08
55;14;67;-88;25/03/2018;19:23:18
56;14;67;-88;25/03/2018;19:23:28
57;14;67;-88;25/03/2018;19:23:38
58;14;67;-88;25/03/2018;19:23:48
59;14;67;-88;25/03/2018;19:23:58
60;14;67;-88;25/03/2018;19:24:08
61;14;67;-88;25/03/2018;19:24:18
62;14;67;-88;25/03/2018;19:24:28

1;14;67;-89;25/03/2018;19:31:58
2;14;67;-89;25/03/2018;19:32:08
3;14;67;-89;25/03/2018;19:32:18
4;14;67;-89;25/03/2018;19:32:28
5;14;67;-89;25/03/2018;19:32:38
6;14;67;-89;25/03/2018;19:32:48
7;14;67;-89;25/03/2018;19:32:58
8;14;67;-89;25/03/2018;19:33:08
9;14;67;-89;25/03/2018;19:33:18
10;14;67;-89;25/03/2018;19:33:28
11;14;67;-89;25/03/2018;19:33:38
12;14;67;-89;25/03/2018;19:33:48
13;14;67;-89;25/03/2018;19:33:58
14;14;67;-89;25/03/2018;19:34:08
15;14;67;-90;25/03/2018;19:34:18
16;14;67;-90;25/03/2018;19:34:28
17;14;67;-90;25/03/2018;19:34:38
18;14;67;-90;25/03/2018;19:34:48
19;14;67;-90;25/03/2018;19:34:58
20;14;67;-90;25/03/2018;19:35:08
21;14;67;-90;25/03/2018;19:35:18
22;14;67;-90;25/03/2018;19:35:28
23;14;67;-90;25/03/2018;19:35:38
24;14;67;-90;25/03/2018;19:35:48
25;14;67;-90;25/03/2018;19:35:58
26;14;67;-90;25/03/2018;19:36:08
27;14;67;-90;25/03/2018;19:36:18
28;14;67;-90;25/03/2018;19:36:28
29;14;67;-90;25/03/2018;19:36:38
30;14;67;-90;25/03/2018;19:36:48
31;14;67;-90;25/03/2018;19:36:58
32;14;67;-90;25/03/2018;19:37:08
33;14;67;-90;25/03/2018;19:37:18
34;14;67;-90;25/03/2018;19:37:28
35;14;67;-90;25/03/2018;19:37:38
36;14;67;-90;25/03/2018;19:37:48
37;14;67;-91;25/03/2018;19:37:58
38;14;67;-91;25/03/2018;19:38:08
39;14;67;-91;25/03/2018;19:38:18
40;14;67;-91;25/03/2018;19:38:28
41;14;67;-91;25/03/2018;19:38:38
42;14;67;-91;25/03/2018;19:38:48
43;14;67;-91;25/03/2018;19:38:58
44;14;67;-91;25/03/2018;19:39:08
45;14;67;-91;25/03/2018;19:39:18
46;14;67;-91;25/03/2018;19:39:28
47;14;67;-91;25/03/2018;19:39:38
48;14;67;-91;25/03/2018;19:39:48
49;14;67;-91;25/03/2018;19:39:58
50;14;67;-91;25/03/2018;19:40:08
51;14;67;-91;25/03/2018;19:40:18
52;14;67;-91;25/03/2018;19:40:28
53;14;67;-91;25/03/2018;19:40:38
