cicle;temperature;humidity;RSSI;date;hour
1;14;48;-57;22/03/2018;12:39:43
2;14;48;-57;22/03/2018;12:39:53
3;14;48;-56;22/03/2018;12:40:03
4;14;48;-56;22/03/2018;12:40:13
5;14;48;-56;22/03/2018;12:40:23
6;14;48;-55;22/03/2018;12:40:33
7;14;48;-55;22/03/2018;12:40:43
8;14;48;-55;22/03/2018;12:40:53
9;14;48;-56;22/03/2018;12:41:03
10;14;48;-56;22/03/2018;12:41:13
11;14;48;-57;22/03/2018;12:41:23
12;14;48;-56;22/03/2018;12:41:33
13;14;48;-56;22/03/2018;12:41:43
14;14;48;-55;22/03/2018;12:41:53
15;14;48;-55;22/03/2018;12:42:03
16;14;48;-55;22/03/2018;12:42:13
17;14;48;-55;22/03/2018;12:42:23
18;14;48;-55;22/03/2018;12:42:33
19;14;48;-55;22/03/2018;12:42:43
20;14;48;-55;22/03/2018;12:42:53
21;14;48;-55;22/03/2018;12:43:03
22;14;48;-55;22/03/2018;12:43:13
23;14;48;-55;22/03/2018;12:43:23
24;14;48;-55;22/03/2018;12:43:33
25;14;48;-55;22/03/2018;12:43:43
26;14;48;-55;22/03/2018;12:43:53
27;14;48;-55;22/03/2018;12:44:03
28;14;48;-55;22/03/2018;12:44:13
29;14;48;-55;22/03/2018;12:44:23
30;14;48;-55;22/03/2018;12:44:33
31;14;48;-55;22/03/2018;12:44:43
32;14;48;-55;22/03/2018;12:44:53
33;14;48;-55;22/03/2018;12:45:03
34;14;48;-55;22/03/2018;12:45:13
35;14;48;-54;22/03/2018;12:45:23
36;14;48;-54;22/03/2018;12:45:33
37;14;48;-54;22/03/2018;12:45:43
38;14;48;-54;22/03/2018;12:45:53
39;14;48;-54;22/03/2018;12:46:03
40;14;48;-54;22/03/2018;12:46:13
41;14;48;-54;22/03/2018;12:46:23
42;14;48;-54;22/03/2018;12:46:33
43;14;48;-54;22/03/2018;12:46:43
44;15;48;-54;22/03/2018;12:46:53
45;15;48;-54;22/03/2018;12:47:03
46;15;48;-54;22/03/2018;12:47:13
47;15;48;-54;22/03/2018;12:47:23
48;15;48;-54;22/03/2018;12:47:33
49;15;48;-55;22/03/2018;12:47:43
50;15;48;-55;22/03/2018;12:47:53
51;15;48;-55;22/03/2018;12:48:03
52;15;48;-55;22/03/2018;12:48:13
53;15;48;-55;22/03/2018;12:48:23
54;15;48;-56;22/03/2018;12:48:33
55;15;49;-56;22/03/2018;12:48:43
56;15;49;-56;22/03/2018;12:48:53
57;15;49;-56;22/03/2018;12:49:03
58;15;49;-56;22/03/2018;12:49:13
59;15;49;-56;22/03/2018;12:49:23
60;15;49;-56;22/03/2018;12:49:33
61;15;49;-56;43181;12:49:43

1;15;49;-54;22/03/2018;12:54:33
2;15;49;-54;22/03/2018;12:54:43
3;15;49;-56;22/03/2018;12:54:53
4;15;49;-56;22/03/2018;12:55:03
5;15;49;-56;22/03/2018;12:55:13
6;15;49;-56;22/03/2018;12:55:23
7;15;49;-56;22/03/2018;12:55:33
8;15;49;-57;22/03/2018;12:55:43
9;15;49;-57;22/03/2018;12:55:53
10;15;49;-57;22/03/2018;12:56:03
11;15;49;-57;22/03/2018;12:56:13
12;15;49;-57;22/03/2018;12:56:23
13;15;49;-57;22/03/2018;12:56:33
14;15;49;-57;22/03/2018;12:56:43
15;15;49;-57;22/03/2018;12:56:53
16;15;49;-57;22/03/2018;12:57:03
17;15;49;-57;22/03/2018;12:57:13
18;15;49;-57;22/03/2018;12:57:23
19;15;49;-57;22/03/2018;12:57:33
20;15;49;-58;22/03/2018;12:57:43
21;15;49;-58;22/03/2018;12:57:53
22;15;49;-58;22/03/2018;12:58:03
23;15;49;-58;22/03/2018;12:58:13
24;15;49;-58;22/03/2018;12:58:23
25;15;49;-58;22/03/2018;12:58:33
26;15;49;-58;22/03/2018;12:58:43
27;15;49;-58;22/03/2018;12:58:53
28;15;49;-58;22/03/2018;12:59:03
29;15;49;-57;22/03/2018;12:59:13
30;15;49;-57;22/03/2018;12:59:23
31;15;49;-57;22/03/2018;12:59:33
32;15;49;-57;22/03/2018;12:59:43
33;15;49;-57;22/03/2018;12:59:53
34;15;49;-58;22/03/2018;13:00:03
35;15;49;-57;22/03/2018;13:00:13
36;15;49;-57;22/03/2018;13:00:23
37;15;49;-57;22/03/2018;13:00:33
38;15;49;-57;22/03/2018;13:00:43
39;15;49;-57;22/03/2018;13:00:53
40;15;49;-56;22/03/2018;13:01:03
41;15;49;-57;22/03/2018;13:01:13
42;15;49;-57;22/03/2018;13:01:23
43;15;49;-57;22/03/2018;13:01:33
44;15;49;-57;22/03/2018;13:01:43
45;15;49;-57;22/03/2018;13:01:53
46;15;49;-57;22/03/2018;13:02:03
47;15;49;-57;22/03/2018;13:02:13
48;15;49;-57;22/03/2018;13:02:23
49;15;49;-57;22/03/2018;13:02:33
50;15;49;-57;22/03/2018;13:02:43
51;15;49;-57;22/03/2018;13:02:53
52;15;49;-57;22/03/2018;13:03:03
53;15;49;-57;22/03/2018;13:03:13
54;15;49;-57;22/03/2018;13:03:23
55;15;49;-57;22/03/2018;13:03:33
56;15;49;-57;22/03/2018;13:03:43
57;15;49;-57;22/03/2018;13:03:53
58;15;49;-57;22/03/2018;13:04:03
59;15;49;-57;22/03/2018;13:04:13
60;15;49;-56;22/03/2018;13:04:23
61;15;49;-56;22/03/2018;13:04:33
62;15;49;-56;22/03/2018;13:04:43
63;15;49;-56;22/03/2018;13:04:53

1;15;49;-55;22/03/2018;13:10:03
2;15;49;-55;22/03/2018;13:10:13
3;15;49;-55;22/03/2018;13:10:23
4;15;49;-55;22/03/2018;13:10:33
5;15;49;-55;22/03/2018;13:10:43
6;15;49;-55;22/03/2018;13:10:53
7;15;49;-55;22/03/2018;13:11:03
8;15;49;-55;22/03/2018;13:11:13
9;15;49;-55;22/03/2018;13:11:23
10;15;49;-55;22/03/2018;13:11:33
11;15;49;-55;22/03/2018;13:11:43
12;15;49;-55;22/03/2018;13:11:53
13;15;49;-55;22/03/2018;13:12:03
14;15;49;-55;22/03/2018;13:12:13
15;15;49;-55;22/03/2018;13:12:23
16;15;49;-55;22/03/2018;13:12:33
17;15;49;-55;22/03/2018;13:12:43
18;15;49;-55;22/03/2018;13:12:53
19;15;49;-55;22/03/2018;13:13:03
20;15;49;-55;22/03/2018;13:13:13
21;15;49;-56;22/03/2018;13:13:23
22;15;49;-56;22/03/2018;13:13:33
23;15;49;-56;22/03/2018;13:13:43
24;15;49;-56;22/03/2018;13:13:53
25;15;49;-56;22/03/2018;13:14:03
26;15;49;-56;22/03/2018;13:14:13
27;15;49;-56;22/03/2018;13:14:23
28;15;49;-56;22/03/2018;13:14:33
29;15;49;-56;22/03/2018;13:14:43
30;15;49;-56;22/03/2018;13:14:53
31;15;49;-56;22/03/2018;13:15:03
32;15;49;-56;22/03/2018;13:15:13
33;15;49;-56;22/03/2018;13:15:23
34;15;49;-56;22/03/2018;13:15:33
35;15;49;-56;22/03/2018;13:15:43
36;15;49;-56;22/03/2018;13:15:53
37;15;49;-56;22/03/2018;13:16:03
38;15;49;-56;22/03/2018;13:16:13
39;15;49;-56;22/03/2018;13:16:23
40;15;49;-56;22/03/2018;13:16:33
41;15;49;-55;22/03/2018;13:16:43
42;15;49;-55;22/03/2018;13:16:53
43;15;49;-55;22/03/2018;13:17:03
44;15;49;-54;22/03/2018;13:17:13
45;15;49;-54;22/03/2018;13:17:23
46;15;49;-54;22/03/2018;13:17:33
47;15;49;-56;22/03/2018;13:17:43
48;15;49;-56;22/03/2018;13:17:53
49;15;49;-56;22/03/2018;13:18:03
50;15;49;-56;22/03/2018;13:18:13
51;15;49;-56;22/03/2018;13:18:23
52;15;49;-56;22/03/2018;13:18:33
53;15;49;-56;22/03/2018;13:18:43
54;15;49;-56;22/03/2018;13:18:53
55;15;49;-56;22/03/2018;13:19:03
56;15;49;-56;22/03/2018;13:19:13
57;15;49;-56;22/03/2018;13:19:23
58;15;49;-56;22/03/2018;13:19:33
59;15;49;-56;22/03/2018;13:19:43
60;15;49;-56;22/03/2018;13:19:53
61;15;49;-56;22/03/2018;13:20:03
62;15;49;-56;22/03/2018;13:20:13

1;15;48;-54;22/03/2018;13:26:03
2;15;48;-54;22/03/2018;13:26:13
3;15;48;-54;22/03/2018;13:26:23
4;15;48;-54;22/03/2018;13:26:33
5;15;48;-54;22/03/2018;13:26:43
6;15;48;-54;22/03/2018;13:26:53
7;15;48;-54;22/03/2018;13:27:03
8;15;48;-54;22/03/2018;13:27:13
9;15;48;-54;22/03/2018;13:27:23
10;15;48;-55;22/03/2018;13:27:33
11;15;48;-55;22/03/2018;13:27:43
12;15;48;-55;22/03/2018;13:27:53
13;15;48;-55;22/03/2018;13:28:03
14;15;48;-55;22/03/2018;13:28:13
15;15;48;-55;22/03/2018;13:28:23
16;15;48;-54;22/03/2018;13:28:33
17;15;48;-54;22/03/2018;13:28:43
18;15;48;-54;22/03/2018;13:28:53
19;15;48;-54;22/03/2018;13:29:03
20;15;48;-54;22/03/2018;13:29:13
21;15;48;-54;22/03/2018;13:29:23
22;15;48;-55;22/03/2018;13:29:33
23;15;48;-55;22/03/2018;13:29:43
24;15;48;-55;22/03/2018;13:29:53
25;15;48;-55;22/03/2018;13:30:03
26;15;48;-56;22/03/2018;13:30:13
27;15;48;-56;22/03/2018;13:30:23
28;15;48;-56;22/03/2018;13:30:33
29;15;48;-56;22/03/2018;13:30:43
30;15;48;-56;22/03/2018;13:30:53
31;15;48;-57;22/03/2018;13:31:03
32;15;48;-57;22/03/2018;13:31:13
33;15;48;-57;22/03/2018;13:31:23
34;15;48;-57;22/03/2018;13:31:33
35;15;48;-57;22/03/2018;13:31:43
36;15;48;-57;22/03/2018;13:31:53
37;15;48;-57;22/03/2018;13:32:03
38;15;48;-57;22/03/2018;13:32:13
39;15;48;-57;22/03/2018;13:32:23
40;15;48;-57;22/03/2018;13:32:33
41;15;48;-57;22/03/2018;13:32:43
42;15;48;-57;22/03/2018;13:32:53
43;15;48;-57;22/03/2018;13:33:03
44;15;48;-57;22/03/2018;13:33:13
45;15;48;-57;22/03/2018;13:33:23
46;15;48;-57;22/03/2018;13:33:33
47;15;48;-57;22/03/2018;13:33:43
48;15;48;-57;22/03/2018;13:33:53
49;15;48;-57;22/03/2018;13:34:03
50;15;48;-57;22/03/2018;13:34:13
51;15;48;-57;22/03/2018;13:34:23
52;15;48;-57;22/03/2018;13:34:33
53;15;48;-57;22/03/2018;13:34:43
54;15;48;-57;22/03/2018;13:34:53
55;15;48;-57;22/03/2018;13:35:03
56;15;48;-57;22/03/2018;13:35:13
57;15;48;-57;22/03/2018;13:35:23
58;15;48;-57;22/03/2018;13:35:33
59;15;48;-57;22/03/2018;13:35:43
60;15;48;-57;22/03/2018;13:35:53
61;15;48;-57;22/03/2018;13:36:03
62;15;48;-57;22/03/2018;13:36:13
