cicle;temperature;humidity;RSSI;date;hour
1;14;55;-71;22/03/2018;16:51:03
2;14;55;-71;22/03/2018;16:51:13
3;14;56;-71;22/03/2018;16:51:23
4;14;56;-70;22/03/2018;16:51:33
5;14;56;-70;22/03/2018;16:51:43
6;14;56;-70;22/03/2018;16:51:53
7;14;56;-70;22/03/2018;16:52:03
8;14;56;-70;22/03/2018;16:52:13
9;14;56;-70;22/03/2018;16:52:23
10;14;56;-70;22/03/2018;16:52:33
11;14;56;-70;22/03/2018;16:52:43
12;14;56;-70;22/03/2018;16:52:53
13;14;56;-70;22/03/2018;16:53:03
14;14;56;-70;22/03/2018;16:53:13
15;14;57;-70;22/03/2018;16:53:23
16;14;57;-70;22/03/2018;16:53:33
17;14;57;-70;22/03/2018;16:53:43
18;14;57;-70;22/03/2018;16:53:53
19;14;57;-70;22/03/2018;16:54:03
20;14;57;-70;22/03/2018;16:54:13
21;14;57;-70;22/03/2018;16:54:23
22;14;57;-70;22/03/2018;16:54:33
23;14;57;-70;22/03/2018;16:54:43
24;14;57;-70;22/03/2018;16:54:53
25;14;57;-70;22/03/2018;16:55:03
26;14;57;-70;22/03/2018;16:55:13
27;14;57;-70;22/03/2018;16:55:23
28;14;57;-70;22/03/2018;16:55:33
29;14;57;-70;22/03/2018;16:55:43
30;14;57;-70;22/03/2018;16:55:53
31;14;57;-70;22/03/2018;16:56:03
32;14;57;-69;22/03/2018;16:56:13
33;14;57;-70;22/03/2018;16:56:23
34;14;57;-70;22/03/2018;16:56:33
35;14;57;-69;22/03/2018;16:56:43
36;14;57;-69;22/03/2018;16:56:53
37;14;57;-69;22/03/2018;16:57:03
38;14;57;-69;22/03/2018;16:57:13
39;14;57;-69;22/03/2018;16:57:23
40;14;57;-69;22/03/2018;16:57:33
41;14;57;-69;22/03/2018;16:57:43
42;14;57;-69;22/03/2018;16:57:53
43;14;57;-69;22/03/2018;16:58:03
44;14;57;-69;22/03/2018;16:58:13
45;14;57;-69;22/03/2018;16:58:23
46;14;57;-69;22/03/2018;16:58:33
47;14;58;-69;22/03/2018;16:58:43
48;14;58;-69;22/03/2018;16:58:53
49;14;58;-69;22/03/2018;16:59:03
50;14;58;-69;22/03/2018;16:59:13
51;14;58;-69;22/03/2018;16:59:23
52;14;58;-69;22/03/2018;16:59:33
53;14;58;-69;22/03/2018;16:59:43
54;14;58;-69;22/03/2018;16:59:53
55;14;58;-69;22/03/2018;17:00:03
56;14;58;-69;22/03/2018;17:00:13
57;14;58;-71;22/03/2018;17:00:23
58;14;58;-71;22/03/2018;17:00:33
59;14;58;-71;22/03/2018;17:00:43
60;14;58;-71;22/03/2018;17:00:53
61;14;58;-71;22/03/2018;17:01:03
62;14;58;-71;22/03/2018;17:01:13
63;14;58;-71;22/03/2018;17:01:23
64;14;58;-71;22/03/2018;17:01:33
65;14;58;-71;22/03/2018;17:01:43

1;14;58;-73;22/03/2018;17:07:23
2;14;58;-73;22/03/2018;17:07:33
3;14;58;-73;22/03/2018;17:07:43
4;14;58;-73;22/03/2018;17:07:53
5;14;58;-73;22/03/2018;17:08:03
6;14;58;-73;22/03/2018;17:08:13
7;14;58;-73;22/03/2018;17:08:23
8;14;58;-73;22/03/2018;17:08:33
9;14;58;-73;22/03/2018;17:08:43
10;14;58;-73;22/03/2018;17:08:53
11;14;58;-73;22/03/2018;17:09:03
12;14;58;-73;22/03/2018;17:09:13
13;14;58;-73;22/03/2018;17:09:23
14;14;58;-73;22/03/2018;17:09:33
15;14;58;-73;22/03/2018;17:09:43
16;14;58;-73;22/03/2018;17:09:53
17;14;58;-73;22/03/2018;17:10:03
18;14;58;-73;22/03/2018;17:10:13
19;14;58;-73;22/03/2018;17:10:23
20;14;58;-73;22/03/2018;17:10:33
21;14;58;-73;22/03/2018;17:10:43
22;14;58;-73;22/03/2018;17:10:53
23;14;58;-73;22/03/2018;17:11:03
24;14;58;-73;22/03/2018;17:11:13
25;14;57;-73;22/03/2018;17:11:23
26;14;57;-72;22/03/2018;17:11:33
27;14;57;-72;22/03/2018;17:11:43
28;14;57;-72;22/03/2018;17:11:53
29;14;57;-72;22/03/2018;17:12:03
30;14;57;-72;22/03/2018;17:12:13
31;14;57;-72;22/03/2018;17:12:23
32;14;57;-72;22/03/2018;17:12:33
33;14;57;-72;22/03/2018;17:12:43
34;14;57;-72;22/03/2018;17:12:53
35;14;57;-72;22/03/2018;17:13:03
36;14;57;-72;22/03/2018;17:13:13
37;14;57;-72;22/03/2018;17:13:23
38;14;57;-72;22/03/2018;17:13:33
39;14;58;-72;22/03/2018;17:13:43
40;14;58;-72;22/03/2018;17:13:53
41;14;58;-72;22/03/2018;17:14:03
42;14;58;-72;22/03/2018;17:14:13
43;14;58;-72;22/03/2018;17:14:23
44;14;58;-72;22/03/2018;17:14:33
45;14;58;-72;22/03/2018;17:14:43
46;14;58;-72;22/03/2018;17:14:53
47;14;58;-72;22/03/2018;17:15:03
48;14;58;-72;22/03/2018;17:15:13
49;14;58;-72;22/03/2018;17:15:23
50;14;58;-72;22/03/2018;17:15:33
51;14;58;-72;22/03/2018;17:15:43
52;14;58;-72;22/03/2018;17:15:53
53;14;58;-72;22/03/2018;17:16:03
54;14;58;-72;22/03/2018;17:16:13
55;14;58;-72;22/03/2018;17:16:23
56;14;58;-72;22/03/2018;17:16:33
57;14;58;-72;22/03/2018;17:16:43
58;14;58;-72;22/03/2018;17:16:53
59;14;58;-71;22/03/2018;17:17:03
60;14;58;-71;22/03/2018;17:17:13
61;14;58;-71;22/03/2018;17:17:23
62;14;58;-71;22/03/2018;17:17:33
63;14;58;-71;22/03/2018;17:17:43
64;14;58;-71;22/03/2018;17:17:53

1;14;57;-70;22/03/2018;17:24:13
2;14;57;-70;22/03/2018;17:24:23
3;14;57;-70;22/03/2018;17:24:33
4;14;57;-70;22/03/2018;17:24:43
5;14;57;-70;22/03/2018;17:24:53
6;14;57;-70;22/03/2018;17:25:03
7;13;57;-70;22/03/2018;17:25:13
8;14;57;-70;22/03/2018;17:25:23
9;14;57;-70;22/03/2018;17:25:33
10;14;57;-70;22/03/2018;17:25:43
11;14;58;-70;22/03/2018;17:25:53
12;14;58;-70;22/03/2018;17:26:03
13;14;58;-70;22/03/2018;17:26:13
14;14;58;-70;22/03/2018;17:26:23
15;14;58;-70;22/03/2018;17:26:33
16;14;58;-70;22/03/2018;17:26:43
17;14;58;-70;22/03/2018;17:26:53
18;14;58;-70;22/03/2018;17:27:03
19;14;58;-70;22/03/2018;17:27:13
20;14;58;-70;22/03/2018;17:27:23
21;14;58;-70;22/03/2018;17:27:33
22;14;58;-70;22/03/2018;17:27:43
23;14;58;-70;22/03/2018;17:27:53
24;14;58;-70;22/03/2018;17:28:03
25;14;58;-70;22/03/2018;17:28:13
26;14;58;-70;22/03/2018;17:28:23
27;13;58;-70;22/03/2018;17:28:33
28;13;58;-70;22/03/2018;17:28:43
29;13;58;-70;22/03/2018;17:28:53
30;13;58;-70;22/03/2018;17:29:03
31;13;58;-70;22/03/2018;17:29:13
32;13;58;-70;22/03/2018;17:29:23
33;13;58;-70;22/03/2018;17:29:33
34;13;58;-70;22/03/2018;17:29:43
35;13;58;-70;22/03/2018;17:29:53
36;13;58;-70;22/03/2018;17:30:03
37;13;58;-70;22/03/2018;17:30:13
38;13;58;-70;22/03/2018;17:30:23
39;13;58;-70;22/03/2018;17:30:33
40;13;58;-71;22/03/2018;17:30:43
41;14;58;-71;22/03/2018;17:30:53
42;14;58;-71;22/03/2018;17:31:03
43;14;58;-71;22/03/2018;17:31:13
44;14;58;-71;22/03/2018;17:31:23
45;14;58;-71;22/03/2018;17:31:33
46;14;58;-71;22/03/2018;17:31:43
47;14;58;-71;22/03/2018;17:31:53
48;14;58;-71;22/03/2018;17:32:03
49;14;58;-71;22/03/2018;17:32:13
50;14;58;-71;22/03/2018;17:32:23
51;14;58;-71;22/03/2018;17:32:33
52;14;58;-71;22/03/2018;17:32:43
53;14;58;-71;22/03/2018;17:32:53
54;14;58;-72;22/03/2018;17:33:03
55;14;58;-72;22/03/2018;17:33:13
56;14;58;-72;22/03/2018;17:33:23
57;14;58;-72;22/03/2018;17:33:33
58;14;58;-72;22/03/2018;17:33:43
59;14;58;-72;22/03/2018;17:33:53
60;14;58;-72;22/03/2018;17:34:03
61;14;58;-72;22/03/2018;17:34:13
62;14;58;-72;22/03/2018;17:34:23
63;14;58;-72;22/03/2018;17:34:33
64;14;58;-72;22/03/2018;17:34:43
65;14;58;-72;22/03/2018;17:34:53

1;14;58;-71;22/03/2018;17:41:33
2;14;58;-71;22/03/2018;17:41:43
3;14;58;-71;22/03/2018;17:41:53
4;13;58;-71;22/03/2018;17:42:03
5;13;58;-71;22/03/2018;17:42:13
6;13;58;-71;22/03/2018;17:42:23
