cicle;temperature;humidity;RSSI;date;hour
1;14;55;-53;24/03/2018;19:55:58
2;14;55;-53;24/03/2018;19:56:08
3;14;55;-53;24/03/2018;19:56:18
4;14;55;-53;24/03/2018;19:56:28
5;14;55;-53;24/03/2018;19:56:38
6;14;55;-53;24/03/2018;19:56:48
7;14;55;-53;24/03/2018;19:56:58
8;14;55;-53;24/03/2018;19:57:08
9;14;55;-54;24/03/2018;19:57:18
10;14;55;-54;24/03/2018;19:57:28
11;14;55;-54;24/03/2018;19:57:38
12;14;55;-54;24/03/2018;19:57:48
13;14;55;-54;24/03/2018;19:57:58
14;14;55;-53;24/03/2018;19:58:08
15;14;55;-53;24/03/2018;19:58:18
16;14;55;-53;24/03/2018;19:58:28
17;14;55;-53;24/03/2018;19:58:38
18;14;55;-53;24/03/2018;19:58:48
19;14;55;-52;24/03/2018;19:58:58
20;14;55;-51;24/03/2018;19:59:08
21;14;55;-51;24/03/2018;19:59:18
22;14;55;-51;24/03/2018;19:59:28
23;14;55;-51;24/03/2018;19:59:38
24;14;55;-51;24/03/2018;19:59:48
25;14;55;-51;24/03/2018;19:59:58
26;14;55;-51;24/03/2018;20:00:08
27;14;55;-51;24/03/2018;20:00:18
28;14;55;-52;24/03/2018;20:00:28
29;14;55;-52;24/03/2018;20:00:38
30;14;55;-52;24/03/2018;20:00:48
31;14;55;-52;24/03/2018;20:00:58
32;14;55;-52;24/03/2018;20:01:08
33;14;55;-52;24/03/2018;20:01:18
34;14;55;-52;24/03/2018;20:01:28
35;14;55;-52;24/03/2018;20:01:38
36;14;55;-53;24/03/2018;20:01:48
37;14;55;-53;24/03/2018;20:01:58
38;14;55;-53;24/03/2018;20:02:08
39;14;55;-53;24/03/2018;20:02:18
40;14;55;-53;24/03/2018;20:02:28
41;14;55;-53;24/03/2018;20:02:38
42;14;55;-53;24/03/2018;20:02:48
43;14;55;-53;24/03/2018;20:02:58
44;14;55;-53;24/03/2018;20:03:08
45;14;55;-53;24/03/2018;20:03:18
46;14;55;-53;24/03/2018;20:03:28
47;14;55;-53;24/03/2018;20:03:38
48;14;55;-53;24/03/2018;20:03:48
49;14;55;-53;24/03/2018;20:03:58
50;14;55;-53;24/03/2018;20:04:08
51;14;55;-53;24/03/2018;20:04:18
52;14;55;-53;24/03/2018;20:04:28
53;14;55;-53;24/03/2018;20:04:38
54;14;55;-52;24/03/2018;20:04:48
55;14;55;-52;24/03/2018;20:04:58
56;14;55;-52;24/03/2018;20:05:08
57;14;55;-52;24/03/2018;20:05:18
58;14;55;-52;24/03/2018;20:05:28
59;14;55;-52;24/03/2018;20:05:38
60;14;55;-52;24/03/2018;20:05:48
61;14;55;-52;24/03/2018;20:05:58

1;14;56;-52;24/03/2018;20:11:28
2;14;56;-52;24/03/2018;20:11:38
3;14;56;-52;24/03/2018;20:11:48
4;14;56;-52;24/03/2018;20:11:58
5;14;56;-51;24/03/2018;20:12:08
6;14;56;-51;24/03/2018;20:12:18
7;14;56;-51;24/03/2018;20:12:28
8;14;56;-51;24/03/2018;20:12:38
9;14;56;-51;24/03/2018;20:12:48
10;14;56;-51;24/03/2018;20:12:58
11;14;56;-51;24/03/2018;20:13:08
12;14;56;-51;24/03/2018;20:13:18
13;14;56;-51;24/03/2018;20:13:28
14;14;56;-51;24/03/2018;20:13:38
15;14;56;-51;24/03/2018;20:13:48
16;14;56;-51;24/03/2018;20:13:58
